site,Plot ID,Plot ID_input,Plant ID,Plant No. in plot,Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",PIT1,PIT2,PIT3,Planting Date,T1 Date,T2Date,T3Date,T1 (DAP),T2(DAP),T3(DAP)
2,272,,P1,,3,6.6,1.6,5,3.6,1.1,6,5.6,2.1,3.68506259,5.307553842,6.822238798,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,272,,P2,,3,5.5,1.4,4,9.2,2.4,6,4.2,2.1,3.576241521,4.969620496,6.748461233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,272,,P3,,3,5.2,1.2,4,7.2,1.4,5,4.9,2.4,3.499453986,4.645935892,5.942807632,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,273,,P1,,3,2.7,0.5,3,2.4,0.3,5,2.7,0.3,3.045636319,2.98036877,5.035026479,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,273,,P2,,3,7.7,0.8,4,3.7,1.4,5,6.6,1.1,3.496797183,4.403393341,5.54180203,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,273,,P3,,2,9.4,1.1,3,8.7,2,2,2.8,1,2.617329757,3.848219822,2.11006852,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,274,,P1,,3,3.6,0.4,4,5,1,5,6.6,1.2,3.165956233,4.430676558,5.569455934,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,274,,P2,,2,6.4,0.2,2,13,0.5,4,3.2,0.3,2.271228762,2.506018961,4.10428694,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,274,,P3,,2,5.9,0.8,3,7.6,0.6,4,3.5,0.5,2.429739943,3.437916092,4.172912525,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,275,,P1,,3,3.5,0.7,4,4.4,1,6,3,1.7,3.209061955,4.381555127,6.320997677,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,275,,P2,,2,4.2,0.3,3,4.9,0.8,3,14.4,1.3,2.196582995,3.371304547,3.72808172,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,275,,P3,,3,5.5,0.7,4,6.9,2.2,6,2.8,0.5,3.382482075,4.888166047,6.065782959,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,276,,P1,,2,7.4,1.5,3,7.3,0.9,4,7.5,1.6,2.679936806,3.511927082,4.711122222,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,276,,P2,,3,3.2,0.9,4,9.3,1.9,5,2.7,0.8,3.194606128,4.827198294,5.063269761,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,276,,P3,,3,2.6,0.3,4,3.5,1.1,5,5.3,1.8,3.018162074,4.290700614,5.695807079,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,277,,P1,,4,6.6,1.2,5,2.7,0.6,6,4.1,0.2,4.569455934,5.051168272,6.16378366,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,277,,P2,,2,4,1.4,3,7.4,2.1,5,2.9,1.3,2.447698346,3.861574051,5.184982436,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,277,,P3,,3,6,1.6,5,4.2,1.3,6,6.2,0.9,3.662352842,5.44238495,6.470622283,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,278,,P1,,3,4.5,1.4,4,7,2.4,5,4.3,1.7,3.503412185,4.961864336,5.584409506,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,278,,P2,,3,4,1.5,5,3.6,1.8,6,9.3,2.4,3.479190061,5.526068812,6.969862962,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,278,,P3,,3,2.6,0.8,4,5.2,1.8,6,3.1,1.8,3.033275821,4.690345226,6.395705054,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,279,,P1,,3,6.2,2.3,5,4,1.1,7,3,0.7,3.915915459,5.364066141,7.12528218,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,279,,P2,,3,3.4,1.2,5,3,0.9,6,4,0.8,3.295245625,5.151433285,6.292029674,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,279,,P3,,2,9.5,2,4,14.8,2.4,6,3.9,1.5,2.856788934,4.977559957,6.465390366,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,280,,P1,,4,2.7,0.8,4,9,2.4,5,5.9,0.7,4.063269761,4.969115329,5.402819771,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,280,,P2,,4,3,1,6,3.2,0.4,6,13.7,1.4,4.165956233,6.118714603,6.745796617,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,280,,P3,,4,7.2,2,6,6.8,1.7,7,9.5,0.9,4.825796194,6.721803326,7.566481979,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,281,,P1,,4,2.7,0.8,5,7.4,1.4,6,8.4,0.5,4.063269761,5.651762287,6.429556264,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,281,,P2,,3,3.5,1.2,6,3.1,0.9,6,3.9,0.6,3.314330362,6.173931015,6.23757095,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,281,,P3,,3,8,2,5,5,1.5,7,2.6,0.7,3.839035953,5.575716642,7.02988959,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,282,,P1,,3,5,1.2,5,3.5,1,7,2.6,0.2,3.485697734,5.268584118,7.015291028,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,282,,P2,,4,2.5,1,5,3.1,1.1,5,4.8,0.3,4,5.207618043,5.235276578,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,282,,P3,,4,2.8,1,6,2.8,0.4,6,4,0.6,4.11006852,6.058239424,6.247745864,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,283,,P1,,1,10.5,1.5,4,3.9,1.1,5,3.5,1.4,1.737487559,4.351345213,5.367211219,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,283,,P2,,4,2.7,1,5,5.5,1.3,6,6.5,2.1,4.07748392,5.546634914,6.845686509,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,283,,P3,,3,4.2,1.5,5,4.2,1.5,6,3.3,1.4,3.503869473,5.503869473,6.323787581,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,284,,P1,,2,5.8,1.5,5,3,0.2,8,4.4,1.9,2.622280139,5.067325767,8.67319246,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,284,,P2,,3,6.8,2.1,5,6,2,7,2.6,1,3.851612278,5.796885986,7.041046827,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,284,,P3,,3,2.8,0.5,4,4.5,1.2,7,2.9,1.1,3.065782959,4.444701394,7.153104931,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,285,,P1,,3,7,1.5,6,2.3,1.1,5,4.9,2,3.66839088,5.886955357,5.750980322,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,285,,P2,,4,3.5,1.5,5,2.7,1.3,5,7.1,2,4.397112105,5.105298066,5.823873102,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,285,,P3,,3,4,1.2,5,2.6,1.2,5,2.7,1.4,3.390377281,5.050725849,5.117179414,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,286,,P1,,2,9,1.5,3,11.9,2.1,8,2.9,0.9,2.714902791,3.899485022,8.12684698,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,286,,P2,,2,15.5,2,4,3.7,1.4,7,3.9,2,2.891026844,4.403393341,7.66586742,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,286,,P3,,2,5.5,1,3,7.9,1.1,7,3.2,1,2.462506668,3.583586783,7.212233939,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,287,,P1,,5,2.5,1,6,3.6,1,6,4.4,0.5,5,6.284669747,6.259944068,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,287,,P2,,3,5.5,1,5,4.6,0.9,7,2.6,0.7,3.462506668,5.373764426,7.02988959,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,287,,P3,,3,7,1.5,6,4.2,1.5,5,5.2,1.7,3.66839088,6.503869473,5.655051876,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,288,,P1,,3,3.5,1,5,2.6,0.3,6,5.6,1.5,3.268584118,5.018162074,6.612218139,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,288,,P2,,3,5.5,1.5,5,5.3,1.3,6,4.7,1.9,3.606840365,5.534685359,6.696992124,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,288,,P3,,2,9,2,4,4.9,1.7,7,3.7,1.2,2.851640912,4.635688695,7.348168887,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,289,,P1,,3,4.4,1.4,5,5.4,2.2,6,3.6,0.1,3.493666808,5.85763732,6.101755598,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,289,,P2,,2,7.5,1.5,4,5.9,2.1,5,3.4,1.2,2.682606194,4.831218921,5.295245625,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,289,,P3,,2,7,2.4,5,3.1,1,6,4.6,1.9,2.961864336,5.190128141,6.689622149,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,290,,P1,,4,3.3,0.6,5,2.8,0.7,8,4,1.8,4.162857925,5.081749366,8.588602504,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,290,,P2,,4,5.1,1.5,5,4.3,1.6,8,3.1,1.2,4.58258222,5.548571759,8.226652394,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,290,,P3,,4,4.2,1.4,6,5.9,1.7,8,6.1,2.2,4.472226461,6.690062677,8.874652447,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,291,,P1,,3,4.8,0.7,5,3.5,1.4,7,3.2,1.9,3.338819032,5.367211219,7.473549846,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,291,,P2,,4,3.6,0.8,6,2.7,0.7,7,2.6,1,4.242436403,6.057011273,7.041046827,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,291,,P3,,4,3.6,1,6,4.1,1.4,7,3.2,2,4.284669747,6.460390374,7.525230153,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,292,,P1,,4,4.5,1.1,5,4.3,1.4,6,5.4,0.2,4.417234769,5.483293479,6.233660904,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,292,,P2,,4,3.5,0.9,6,2.8,1.2,6,5.8,0.2,4.247747897,6.133753064,6.249923745,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,292,,P3,,3,5.4,1.7,6,2.4,1,6,2.7,0.6,3.666315749,5.953371271,6.051168272,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,293,,P1,,4,2.6,0.7,5,2.8,0.8,7,5.8,1,4.02988959,5.090462991,7.478745852,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,293,,P2,,3,8.2,2.2,4,2.6,0.3,7,5,0.8,3.902838317,4.018162074,7.378235399,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,293,,P3,,3,3.4,1,5,3.1,0.9,6,6.2,1.7,3.251259089,5.173931015,6.701942801,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,294,,P1,,2,8.6,1.7,5,4.8,0.7,5,13.8,0.1,2.762103261,5.338819032,5.346720094,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,294,,P2,,3,8,1.9,5,2.6,0.3,6,2.8,0.2,3.809099052,5.018162074,6.042942866,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,294,,P3,,3,5.5,1.9,3,5.8,1.2,6,2.6,0.9,3.741802294,3.53414647,6.036970261,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,295,,P1,,3,7.6,2.1,4,4,1.7,7,2.8,1,3.864444169,4.549283913,7.11006852,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,295,,P2,,3,6,1.2,5,4.3,2,6,4.9,2.4,3.543959311,5.70848736,6.942807632,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,295,,P3,,3,7.7,2,5,2.6,1.1,7,3.7,1.2,3.834472223,5.04559481,7.348168887,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,296,,P1,,3,8.7,2.4,5,3.6,0.7,6,5.2,1.6,3.968302319,5.222668024,6.621359003,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,296,,P2,,3,7,1.3,5,2.8,0.5,5,11,2.2,3.611577877,5.065782959,5.92057266,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,296,,P3,,4,2.3,0.4,5,3.4,1.6,6,6,1.1,3.952331571,5.407928101,6.51605948,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,297,,P1,,3,3.8,1,5,4.1,1.5,7,3.2,1.1,3.31364045,5.491979597,7.231176892,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,297,,P2,,3,5.9,1.4,5,5.2,1.3,7,6.4,2.4,3.596922829,5.528291764,7.958380121,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,297,,P3,,3,4.5,1.1,5,3.9,1.3,7,5,1.9,3.417234769,5.404770478,7.716368979,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,298,,P1,,3,4,0.8,5,2.7,1,7,2.8,1.7,3.292029674,5.07748392,7.227115614,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,298,,P2,,4,3.1,0.8,6,3.9,1.4,8,3.1,1.2,4.158807034,6.434049729,8.226652394,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,298,,P3,,3,8.2,2.1,6,2.6,0.3,7,3.1,1.9,3.872005729,6.018162074,7.439407945,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,299,,P1,,3,7,1.9,5,4.4,1.6,7,3.2,1.3,3.789551376,5.558830862,7.274049473,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,299,,P2,,4,3.5,1.6,5,3.5,1.2,9,4,0.2,4.429854005,5.314330362,9.156891066,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,299,,P3,,3,6.1,2,5,6.4,2.3,8,2.7,1.1,3.799896665,5.918524022,8.085708293,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,300,,P1,,3,3.2,0.4,4,3.5,0.7,5,6.5,1.1,3.118714603,4.209061955,5.537864199,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,300,,P2,,3,3.1,1.2,3,2.9,0.3,5,6,2.4,3.226652394,3.065421202,5.955448644,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,300,,P3,,3,5.3,1.1,4,4.3,0.7,6,3.4,1.5,3.47787948,4.298753533,6.375755616,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,301,,P1,,3,8,2.1,4,6,2.3,5,4,1.2,3.869642736,4.913040018,5.390377281,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,301,,P2,,3,6,1.5,5,3,0.7,6,3.1,1.3,3.631517203,5.12528218,6.247528206,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,301,,P3,,4,4.2,1.5,5,5.4,2,8,3.6,1.5,4.503869473,5.775340395,8.416511862,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,302,,P1,,4,3,1,6,3.3,1,8,3.5,1.5,4.165956233,6.232537492,8.397112105,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,302,,P2,,4,4,2,6,6.2,2.4,9,3.6,2.1,4.678071905,6.956987851,9.676522228,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,302,,P3,,4,4.5,1.7,6,4.3,1.3,7,3.5,1.6,4.603818564,6.453353352,7.429854005,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,303,,P1,,4,6.2,1.7,6,3.3,1,8,4.5,1.1,4.701942801,6.232537492,8.417234769,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,303,,P2,,4,2.5,0.7,6,3.7,1.4,8,4.6,1.5,4,6.403393341,8.544146317,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,303,,P3,,4,6.5,1.7,6,2.7,1.1,8,2.6,0.7,4.712444096,6.085708293,8.02988959,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,304,,P1,,3,2.5,0.5,4,5.8,1.5,5,9.3,2.3,3,4.622280139,5.940318307,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,304,,P2,,3,7.2,1.2,4,7.7,1.6,6,8.4,0.4,3.590364004,4.71596082,6.398072604,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,304,,P3,,3,3.2,0.7,3,7,2,5,2.6,0.4,3.162426566,3.821878873,5.02095345,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,305,,P1,,2,3.5,1,3,4.1,1.3,4,8.6,1.5,2.268584118,3.430686454,4.707480689,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,305,,P2,,3,3.2,0.5,4,2.9,0.4,5,3.5,1.1,3.132985156,4.074921704,5.290700614,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,305,,P3,,2,7.5,1,3,6.7,1.2,4,5.5,1.5,2.545243259,3.573220629,4.606840365,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,306,,P1,,4,3.5,0.7,5,5.1,1.4,4,3.6,1.7,4.209061955,5.551490786,4.485992796,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,306,,P2,,2,7,0.5,3,4.3,1.6,3,5.7,1.3,2.390146665,3.548571759,3.557590405,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,306,,P3,,2,9,2.1,4,6.3,1.4,5,9.4,2.3,2.880193145,4.614502221,5.940771718,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,307,,P1,,4,2.5,1,4,9,0.1,7,3.8,2.4,4,4.284664006,7.911166219,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,307,,P2,,3,8,2,5,6,1.9,8,2.9,1.5,3.839035953,5.76133967,8.225136123,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,307,,P3,,4,3,1.2,6,3.1,0.8,8,3.4,1.1,4.198977847,6.158807034,8.272480432,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,308,,P1,,2,7,0.7,3,5.8,1.4,5,2.7,0.6,2.447158031,3.592075182,5.051168272,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,308,,P2,,2,8.2,2,3,11.4,2.4,5,4.2,1.1,2.841852862,3.973800895,5.387224756,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,308,,P3,,2,8.2,2.3,4,4.2,0.9,5,5,1.7,2.934408459,4.336781761,5.642511098,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,309,,P1,,4,3,1,5,9.5,2.4,8,2.9,0.2,4.165956233,5.970329037,8.055501778,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,309,,P2,,3,7.5,2,5,5.6,2,7,3.6,1.2,3.831176421,5.783275696,7.331912466,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,309,,P3,,3,6,1,5,4.1,1.6,7,3.5,0.8,3.488608406,5.525722633,7.227976658,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,310,,P1,,2,4.5,1,4,3.3,1.7,5,4.3,0.7,2.390795491,4.418564989,5.298753533,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,310,,P2,,2,7,2.2,5,3,0.6,6,5.8,1.1,2.889556297,5.113282753,6.506191291,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,310,,P3,,2,12.2,2.2,4,5.5,1.3,5,2.7,1.5,2.925373632,4.546634914,5.130933629,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,311,,P1,,3,8,2.1,5,6.7,2.1,7,4.4,2.4,3.869642736,5.849717404,7.932652065,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,311,,P2,,4,3.5,1,6,5.2,1.7,8,2.6,1.3,4.268584118,6.655051876,8.056583528,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,311,,P3,,4,3.5,1,6,3.5,1.8,8,2.9,1.2,4.268584118,6.505991318,8.168202431,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,312,,P1,,3,3.5,0.5,4,4.4,1.7,6,5.2,1.9,3.172912525,4.59445626,6.727418004,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,312,,P2,,4,2.5,0.5,5,3.6,1,6,4.5,1.6,4,5.284669747,6.568418505,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,312,,P3,,3,6.8,2.1,5,4.7,0.9,7,3.4,1.5,3.851612278,5.381912386,7.375755616,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,313,,P1,,3,10.7,1.9,5,3,0.7,7,3.6,1.5,3.841218204,5.12528218,7.416511862,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,313,,P2,,3,6.2,2,5,6.1,2.3,7,2.5,1.1,3.802772552,5.914513688,7,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,313,,P3,,3,5.8,2.3,6,2.7,1,6,2.7,1,3.90985273,6.07748392,6.07748392,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,314,,P1,,3,3.4,0.7,4,7.4,1.9,5,4.9,2.1,3.194555112,4.798152711,5.794224209,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,314,,P2,,2,7.8,2.2,4,3.4,1,5,4.1,0.5,2.898999156,4.251259089,5.235106797,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,314,,P3,,2,7,1.1,3,13.2,0.6,5,3.9,0.9,2.556370601,3.538305806,5.303263029,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,315,,P1,,4,2.8,0.9,5,2.6,0.2,5,9.4,0.8,4.099850827,5.015291028,5.53753971,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,315,,P2,,3,2.8,1.1,4,5.4,1.7,4,7.9,1.2,3.121296762,4.666315749,4.610531638,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,315,,P3,,4,3,0.1,5,4.9,0.7,5,7.6,1.4,4.053605109,5.345825049,5.657252044,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,316,,P1,,4,2.6,0.6,5,5,0.2,6,3,0.2,4.026747406,5.215338279,6.067325767,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,316,,P2,,4,3.8,0.9,5,9,2.3,5,10.9,0.1,4.290698072,5.938883923,5.313869722,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,316,,P3,,4,3.9,0.9,5,8.8,2,5,13,0.9,4.303263029,5.849390613,5.617403486,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,317,,P1,,2,6,0.8,3,5.4,0.6,5,2.6,0.2,2.434496712,3.350491356,5.015291028,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,317,,P2,,2,10.7,2.2,4,6,1.9,5,3.7,1.4,2.919184175,4.76133967,5.403393341,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,317,,P3,,2,5,0.3,3,5.4,0.4,4,3.9,1.4,2.246372553,3.295889374,4.434049729,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,318,,P1,,3,3,0.2,5,5.9,1.9,5,3.1,1.5,3.067325767,5.757799649,5.296322379,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,318,,P2,,2,6.2,1.3,4,2.9,0.9,5,4.3,0.9,2.581402679,4.12684698,5.346760085,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,318,,P3,,3,5,1,5,3.6,1.4,5,4.7,1.8,3.430676558,5.386085692,5.657728344,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,319,,P1,,3,3,0.6,4,8,1.4,5,6.5,2,3.113282753,4.667338665,5.810679502,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,319,,P2,,3,7.4,2,5,5.5,1.9,7,3.8,2.1,3.829444352,5.741802294,7.706012388,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,319,,P3,,3,3.5,0.4,4,8,1.9,5,7.8,1.6,3.155123977,4.809099052,5.718274453,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,320,,P1,,4,3,0.7,6,2.7,0.6,6,6.4,2,4.12528218,6.051168272,6.808155959,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,320,,P2,,4,3.1,0.8,6,2.6,0.4,6,4.3,2,4.158807034,6.02095345,6.70848736,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,320,,P3,,3,2.5,0.2,3,6.8,2.3,6,5,2.3,3,3.923080654,6.892622643,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,321,,P1,,3,8.4,2.4,5,4.9,1.8,5,7.5,1.8,3.967414431,5.671971096,5.769812696,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,321,,P2,,3,4.5,0.6,4,6.5,1.9,6,3.4,1.7,3.291719581,4.776871233,6.443606651,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,321,,P3,,3,6.8,2.3,5,4.7,0.9,7,6.2,0.4,3.923080654,5.381912386,7.331379633,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,322,,P1,,3,4.3,1.7,5,2.6,0.7,7,4.9,0.9,3.584409506,5.02988959,7.397112105,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,322,,P2,,3,6.9,0.8,4,8.5,2,5,4,0.7,3.471177978,4.845780203,5.26965686,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,322,,P3,,4,5,1,5,9.3,2.2,7,4.9,1.8,4.430676558,5.91132271,7.671971096,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,323,,P1,,3,6.5,1.3,5,3.8,1.3,6,3.8,1.2,3.593692641,5.390356115,6.363249569,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,323,,P2,,3,8,1.5,3,15.5,2.4,5,4.9,0.7,3.694843002,3.978115888,5.345825049,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
