"","plot","HNO","DWTOTALLEAF","DWMSL","DWLBR","DWTOTALSTEM","DWAP","DWGP","DWMP","DWPOD","WHOLE","geno","DAP","site"
"2277","37",6,20.513,9.493,11.02,9.59,NA,NA,NA,0,30.103,"RIJC142",48,1
"2278","37",11,72.63,NA,72.63,134.27,2.977,NA,11.238,14.215,221.115,"RIJC142",104,1
"2279","37",7,36.58,4.23,32.35,19.82,NA,NA,NA,0.876,57.276,"RIJC142",55,1
"2280","37",9,53.79,NA,53.79,41.36,NA,NA,NA,1.16,96.31,"RIJC142",69,1
"2281","37",8,0,NA,NA,21.627,NA,NA,NA,0,21.627,"RIJC142",62,1
"2282","370",1,0.2852,0.2852,NA,0.0483,NA,NA,NA,0,0.3335,"RIJC234",21,2
"2283","370",3,3.84,2.02,1.82,1,NA,NA,NA,0,4.84,"RIJC234",35,2
"2284","370",6,13.63,NA,13.63,8.95,NA,NA,NA,0,22.58,"RIJC234",56,2
"2285","370",7,39.28,NA,39.28,22.41,NA,NA,NA,0,61.69,"RIJC234",63,2
"2286","370",8,12.05,NA,12.05,11.82,NA,NA,NA,0,23.87,"RIJC234",70,2
"2287","370",4,12.98,9.89,3.09,1.96,NA,NA,NA,0,14.94,"RIJC234",42,2
"2288","370",5,12.972,4.106,8.866,4.483,NA,NA,NA,0,17.455,"RIJC234",49,2
"2289","371",6,9.17,NA,9.17,4.2,NA,NA,NA,0,13.37,"RIJC355",56,2
"2290","371",8,20.94,NA,20.94,13.16,NA,NA,NA,0,34.1,"RIJC355",70,2
"2291","371",7,32.06,NA,32.06,15.55,NA,NA,NA,0,47.61,"RIJC355",63,2
"2292","371",4,6.18,2.26,3.92,1.54,NA,NA,NA,0,7.72,"RIJC355",42,2
"2293","371",3,4.97,4.277,0.693,1.994,NA,NA,NA,0,6.964,"RIJC355",35,2
"2294","372",7,19.75,NA,19.75,9.09,NA,NA,NA,0,28.84,"RIJC370",63,2
"2295","372",8,8.78,NA,8.78,7.3,NA,NA,NA,0,16.08,"RIJC370",70,2
"2296","373",1,0.7843,0.7622,0.0221,0.1059,NA,NA,NA,0,0.8902,"RIJC003",21,2
"2297","373",2,3.647,2.86,0.787,1,NA,NA,NA,0,4.647,"RIJC003",28,2
"2298","373",3,11.078,6.109,4.969,3.815,NA,NA,NA,0,14.893,"RIJC003",35,2
"2299","373",4,23.037,9.777,13.26,8.871,NA,NA,NA,1.215,33.123,"RIJC003",42,2
"2300","373",5,21.986,3.961,18.025,15.383,NA,NA,NA,0.414,37.783,"RIJC003",49,2
"2301","373",7,37.32,NA,37.32,28.39,NA,NA,NA,0.622,66.332,"RIJC003",63,2
"2302","373",8,5.73,NA,5.73,10.02,0.18,NA,NA,0.18,15.93,"RIJC003",70,2
"2303","373",6,28.04,NA,28.04,23.4,NA,NA,NA,1.384,52.824,"RIJC003",56,2
"2304","374",1,0.5234,0.5234,NA,0.1015,NA,NA,NA,0,0.6249,"RIJC080",21,2
"2305","374",6,27.1,NA,27.1,32.03,NA,NA,NA,3.905,63.035,"RIJC080",56,2
"2306","374",8,11.58,NA,11.58,38.12,0.362,NA,NA,3.735,53.435,"RIJC080",70,2
"2307","374",5,14.105,2.452,11.653,13.167,NA,NA,0.118,0.118,27.39,"RIJC080",49,2
"2308","374",3,5.95,3.424,2.526,2.009,NA,NA,NA,0,7.959,"RIJC080",35,2
"2309","374",7,31.28,NA,31.28,39.13,0.163,NA,NA,5.968,76.378,"RIJC080",63,2
"2310","374",4,19.133,3.707,15.426,10.908,NA,NA,NA,0,30.041,"RIJC080",42,2
"2311","375",4,11.444,4.73,6.714,5.872,NA,NA,NA,0,17.316,"RIJC138",42,2
"2312","375",1,0.4757,0.4757,NA,0.0864,NA,NA,NA,0,0.5621,"RIJC138",21,2
"2313","375",3,2.9,2.46,0.44,0.83,NA,NA,NA,0,3.73,"RIJC138",35,2
"2314","375",5,10.57,4.532,6.038,6.214,NA,NA,NA,0,16.784,"RIJC138",49,2
"2315","375",6,13.17,NA,13.17,11.38,NA,NA,NA,1.098,25.648,"RIJC138",56,2
"2316","375",7,5.98,NA,5.98,9,NA,NA,NA,0.011,14.991,"RIJC138",63,2
"2317","375",8,9.48,NA,9.48,20.01,0.4,NA,NA,0.4,29.89,"RIJC138",70,2
"2318","376",5,9.263,5.795,3.468,3.689,NA,NA,NA,0,12.952,"RIJC373",49,2
"2319","376",7,29.92,NA,29.92,19.06,NA,NA,NA,0,48.98,"RIJC373",63,2
"2320","376",4,15.281,5.954,9.327,3.535,NA,NA,NA,0,18.816,"RIJC373",42,2
"2321","376",8,15.23,NA,15.23,13.16,NA,NA,NA,0,28.39,"RIJC373",70,2
"2322","376",6,13.405,4.32,9.085,9.682,NA,NA,NA,0,23.087,"RIJC373",56,2
"2323","376",1,0.7265,0.7117,0.0148,0.1147,NA,NA,NA,0,0.8412,"RIJC373",21,2
"2324","376",3,7.509,5.065,2.444,2.115,NA,NA,NA,0,9.624,"RIJC373",35,2
"2325","377",1,0.925,0.9046,0.0204,0.1642,NA,NA,NA,0,1.0892,"RIJC244",21,2
"2326","377",2,1.2766,1.1402,0.1364,0.3425,NA,NA,NA,0,1.6191,"RIJC244",28,2
"2327","377",3,2.5255,2.5255,NA,NA,NA,NA,NA,0,2.5255,"RIJC244",35,2
"2328","377",6,10.84,NA,10.84,12.95,NA,NA,NA,0,23.79,"RIJC244",56,2
"2329","377",7,27.13,NA,27.13,23.89,NA,NA,NA,0,51.02,"RIJC244",63,2
"2330","377",8,5.39,NA,5.39,12.39,NA,NA,NA,0.342,18.122,"RIJC244",70,2
"2331","377",4,16.25,7.12,9.13,4.27,NA,NA,NA,0,20.52,"RIJC244",42,2
"2332","377",5,25.273,10.086,15.187,15.717,NA,NA,NA,0,40.99,"RIJC244",49,2
"2333","378",1,0.4882,0.4882,NA,0.1186,NA,NA,NA,0,0.6068,"RIJC141",21,2
"2334","378",4,18.142,4.053,14.089,9.026,NA,NA,NA,0,27.168,"RIJC141",42,2
"2335","378",7,16.48,NA,16.48,25.52,NA,NA,NA,0.463,42.463,"RIJC141",63,2
"2336","378",8,10.43,NA,10.43,18.62,NA,NA,NA,0,29.05,"RIJC141",70,2
"2337","379",1,0.6235,0.6235,NA,0.1158,NA,NA,NA,0,0.7393,"RIJC243",21,2
"2338","379",2,3.835,2.983,0.852,1.725,NA,NA,NA,0,5.56,"RIJC243",28,2
"2339","379",3,9.126,3.805,5.321,3.618,NA,NA,NA,0,12.744,"RIJC243",35,2
"2340","379",4,16.803,8.379,8.424,8.082,NA,NA,NA,0,24.885,"RIJC243",42,2
"2341","379",5,19.28,NA,19.28,15.3,NA,NA,NA,0.384,34.964,"RIJC243",49,2
"2342","379",9,12.66,NA,12.66,45.17,6.581,NA,5.166,11.747,69.577,"RIJC243",91,2
"2343","379",7,15.79,NA,15.79,19.56,NA,NA,NA,6.593,41.943,"RIJC243",63,2
"2344","379",6,25.25,NA,25.25,31.98,NA,NA,NA,0.304,57.534,"RIJC243",56,2
"2345","379",8,11.01,NA,11.01,15.69,NA,NA,NA,0,26.7,"RIJC243",70,2
"2346","38",1,0,NA,NA,0.0447,NA,NA,NA,0,0.0447,"RIJC224",13,1
"2347","38",2,0.7543,0.7489,0.0054,0.1674,NA,NA,NA,0,0.9217,"RIJC224",20,1
"2348","38",3,2.111,2.003,0.108,0.526,NA,NA,NA,0,2.637,"RIJC224",27,1
"2349","38",4,7.962,4.909,3.053,3.211,NA,NA,NA,0,11.173,"RIJC224",34,1
"2350","38",5,10.692,4.448,6.244,7.075,NA,NA,NA,0.191,17.958,"RIJC224",41,1
"2351","38",6,12.935,5.365,7.57,9.09,NA,0.175,NA,0.175,22.2,"RIJC224",48,1
"2352","38",7,34.808,5.498,29.31,29.95,NA,NA,NA,3.285,68.043,"RIJC224",55,1
"2353","38",8,40.258,7.068,33.19,45.38,NA,NA,NA,28.45,114.088,"RIJC224",62,1
"2354","38",10,37.25,NA,37.25,52.36,6.319,NA,NA,53.349,142.959,"RIJC224",76,1
"2355","38",11,9.864,NA,9.864,36.328,3.71,NA,25.782,29.492,75.684,"RIJC224",99,1
"2356","38",9,31.98,NA,31.98,44.59,2.055,NA,NA,38.37,114.94,"RIJC224",69,1
"2357","380",1,0.8996,0.8996,NA,0.1807,NA,NA,NA,0,1.0803,"TM6",21,2
"2358","380",5,18.29,NA,18.29,18,NA,NA,0.729,0.729,37.019,"TM6",49,2
"2359","380",7,30.37,NA,30.37,34.51,NA,NA,NA,6.683,71.563,"TM6",63,2
"2360","380",4,26.55,7.48,19.07,13.43,NA,NA,NA,0,39.98,"TM6",42,2
"2361","380",2,3.06785,2.28065,0.7872,0.97935,NA,NA,NA,0,4.0472,"TM6",28,2
"2362","380",6,28.3,NA,28.3,28.55,NA,1.45,NA,1.45,58.3,"TM6",56,2
"2363","380",3,8.868,4.359,4.509,3.986,NA,NA,NA,0,12.854,"TM6",35,2
"2364","380",9,24.52,NA,24.52,87.68,1.248,NA,NA,3.114,115.314,"TM6",91,2
"2365","381",2,3.0745,2.226,0.8485,0.9942,NA,NA,NA,0,4.0687,"RIJC247",28,2
"2366","381",8,6.64,NA,6.64,6.69,0.02,NA,NA,0.02,13.35,"RIJC247",70,2
"2367","381",7,11.693,11.693,NA,6.068,NA,NA,NA,0,17.761,"RIJC247",63,2
"2368","381",6,8.094,1.592,6.502,4.283,NA,NA,NA,0,12.377,"RIJC247",56,2
"2369","381",5,20.728,10.631,10.097,8.512,NA,NA,NA,0,29.24,"RIJC247",49,2
"2370","382",3,8.06,5.146,2.914,1.912,NA,NA,NA,0,9.972,"RIJC076",35,2
"2371","382",5,22.406,10.082,12.324,10.964,NA,NA,NA,0,33.37,"RIJC076",49,2
"2372","382",7,15.51,NA,15.51,26.3,NA,NA,NA,1.837,43.647,"RIJC076",63,2
"2373","382",9,20,20,NA,24.14,0.354,NA,NA,0.673,44.813,"RIJC076",91,2
"2374","382",6,10.08,NA,10.08,12.4,NA,NA,NA,0.222,22.702,"RIJC076",56,2
"2375","382",1,0.4076,0.4076,NA,0.0658,NA,NA,NA,0,0.4734,"RIJC076",21,2
"2376","382",8,19.8,NA,19.8,43.22,0.869,NA,NA,2.405,65.425,"RIJC076",70,2
"2377","382",2,1.585,1.1865,0.3985,0.467,NA,NA,NA,0,2.052,"RIJC076",28,2
"2378","383",5,14.497,2.727,11.77,9.269,NA,NA,NA,0,23.766,"RIJC049",49,2
"2379","383",8,7.46,NA,7.46,10.46,0.341,NA,NA,2.454,20.374,"RIJC049",70,2
"2380","384",3,4.576,3.396,1.18,1.17,NA,NA,NA,0,5.746,"RIJC335",35,2
"2381","384",1,0.3752,0.3752,NA,0.0717,NA,NA,NA,0,0.4469,"RIJC335",21,2
"2382","384",2,1.5985,1.5581,0.0404,0.5391,NA,NA,NA,0,2.1376,"RIJC335",28,2
"2383","384",4,27.25,9.99,17.26,9.94,NA,NA,NA,0,37.19,"RIJC335",42,2
"2384","384",8,22.87,NA,22.87,31.59,NA,NA,NA,0,54.46,"RIJC335",70,2
"2385","384",6,23.19,NA,23.19,15.45,NA,NA,NA,0,38.64,"RIJC335",56,2
"2386","384",5,10.648,3.989,6.659,8.506,NA,NA,NA,0,19.154,"RIJC335",49,2
"2387","384",7,19.32,NA,19.32,14.15,NA,NA,NA,0,33.47,"RIJC335",63,2
"2388","385",1,0.9838,0.9587,0.0251,0.2189,NA,NA,NA,0,1.2027,"TM8",21,2
"2389","385",2,4.3698,3.0722,1.2976,1.5993,NA,NA,NA,0,5.9691,"TM8",28,2
"2390","385",3,2.716,1.376,1.34,0.827,NA,NA,NA,0,3.543,"TM8",35,2
"2391","385",4,29.56,9.56,20,18.65,NA,NA,NA,0,48.21,"TM8",42,2
"2392","385",5,21.847,5.172,16.675,15.851,NA,NA,NA,0,37.698,"TM8",49,2
"2393","385",6,28.64,NA,28.64,25.83,0.269,NA,NA,6.825,61.295,"TM8",56,2
"2394","385",7,25.24,NA,25.24,52.54,7.31,NA,NA,49.99,127.77,"TM8",63,2
"2395","385",8,15.17,NA,15.17,42.39,1.324,15.467,1.955,18.746,76.306,"TM8",70,2
"2396","385",9,0.73,NA,0.73,57.91,7.158,NA,10.502,17.66,76.3,"TM8",91,2
"2397","386",6,26.97,NA,26.97,21.23,NA,NA,NA,0,48.2,"RIJC232",56,2
"2398","386",8,38.2,NA,38.2,64.23,NA,NA,NA,0,102.43,"RIJC232",70,2
"2399","387",1,0.4296,0.4296,NA,0.0796,NA,NA,NA,0,0.5092,"RIJC330",21,2
"2400","387",5,7.906,3.251,4.655,4.941,NA,NA,NA,0,12.847,"RIJC330",49,2
"2401","387",7,14.78,NA,14.78,15.34,NA,NA,NA,0,30.12,"RIJC330",63,2
"2402","387",4,16.24,6.513,9.727,7.84,NA,NA,NA,0,24.08,"RIJC330",42,2
"2403","387",8,29.08,NA,29.08,51.61,NA,NA,NA,0,80.69,"RIJC330",70,2
"2404","387",6,28.91,NA,28.91,30.16,NA,NA,NA,0,59.07,"RIJC330",56,2
"2405","387",2,0.601,0.457,0.144,1.359,NA,NA,NA,0,1.96,"RIJC330",28,2
"2406","387",3,6.499,4.109,2.39,2.411,NA,NA,NA,0,8.91,"RIJC330",35,2
"2407","388",1,0.72441,0.54441,0.18,0.1254,NA,NA,NA,0,0.84981,"RIJC316",21,2
"2408","388",2,1.9067,1.5744,0.3323,0.5459,NA,NA,NA,0,2.4526,"RIJC316",28,2
"2409","388",3,7.187,3.977,3.21,3.029,NA,NA,NA,0,10.216,"RIJC316",35,2
"2410","388",7,38.87,NA,38.87,32.05,NA,NA,NA,0,70.92,"RIJC316",63,2
"2411","388",8,18.4,NA,18.4,17.39,0.081,NA,NA,0.123,35.913,"RIJC316",70,2
"2412","388",9,20.21,NA,20.21,45.33,1.253,NA,1.195,2.448,67.988,"RIJC316",91,2
"2413","388",5,6.221,3.035,3.186,3.254,NA,NA,NA,0,9.475,"RIJC316",49,2
"2414","388",6,23.64,NA,23.64,17.92,NA,NA,NA,0,41.56,"RIJC316",56,2
"2415","389",1,0.4723,0.4723,NA,0.0756,NA,NA,NA,0,0.5479,"RIJC217",21,2
"2416","389",3,3.749,2.862,0.887,1.012,NA,NA,NA,0,4.761,"RIJC217",35,2
"2417","389",4,12.158,6.279,5.879,5.413,NA,NA,NA,0.032,17.603,"RIJC217",42,2
"2418","389",5,13.417,4.691,8.726,9.104,NA,NA,NA,0,22.521,"RIJC217",49,2
"2419","389",6,8.91,NA,8.91,7.25,NA,NA,NA,1.068,17.228,"RIJC217",56,2
"2420","389",7,10.44,NA,10.44,8.11,NA,0.48,NA,0.48,19.03,"RIJC217",63,2
"2421","389",8,11.38,NA,11.38,17.94,0.144,NA,NA,8.332,37.652,"RIJC217",70,2
"2422","389",9,0,NA,NA,13.034,2.351,NA,NA,2.351,15.385,"RIJC217",91,2
"2423","39",1,0,NA,NA,0.0213,NA,NA,NA,0,0.0213,"RIJC230",13,1
"2424","39",7,27.623,9.023,18.6,11.59,NA,NA,NA,0.822,40.035,"RIJC230",55,1
"2425","39",3,0.835,0.795,0.04,0.13,NA,NA,NA,0,0.965,"RIJC230",27,1
"2426","39",9,29.25,NA,29.25,26.05,5.804,NA,NA,6.018,61.318,"RIJC230",69,1
"2427","39",11,6.216,NA,6.216,47.43,9.805,0.501,4.234,14.54,68.186,"RIJC230",106,1
"2428","39",6,20.893,8.227,12.666,10.774,NA,NA,NA,0,31.667,"RIJC230",48,1
"2429","39",2,0.3148,0.3148,NA,0.047,NA,NA,NA,0,0.3618,"RIJC230",20,1
"2430","39",8,47.372,13.602,33.77,24.08,NA,NA,NA,7.813,79.265,"RIJC230",62,1
"2431","39",5,8.88,5.368,3.512,4.246,NA,NA,NA,0,13.126,"RIJC230",41,1
"2432","390",7,24.69,NA,24.69,20.59,NA,NA,NA,0,45.28,"RIJC237",63,2
"2433","390",8,23.56,NA,23.56,31.16,0.06,0.36,NA,0.42,55.14,"RIJC237",70,2
"2434","391",1,0.3272,0.3272,NA,0.0504,NA,NA,NA,0,0.3776,"RIJC025",21,2
"2435","391",2,1.9711,1.6566,0.3145,0.4681,NA,NA,NA,0,2.4392,"RIJC025",28,2
"2436","391",3,7.375,5.361,2.014,1.749,NA,NA,NA,0,9.124,"RIJC025",35,2
"2437","391",8,25.5,NA,25.5,20.86,NA,NA,NA,0.17,46.53,"RIJC025",70,2
"2438","391",5,14.589,5.465,9.124,5.54,NA,NA,NA,0,20.129,"RIJC025",49,2
"2439","391",7,15.95,NA,15.95,9.12,NA,NA,NA,0.101,25.171,"RIJC025",63,2
"2440","391",6,27.66,NA,27.66,15.98,NA,NA,NA,0.033,43.673,"RIJC025",56,2
"2441","391",4,15.4,7.14,8.26,5.28,NA,NA,NA,0,20.68,"RIJC025",42,2
"2442","392",3,7.177,3.775,3.402,2.403,NA,NA,NA,0,9.58,"RIJC260",35,2
"2443","392",4,11.16,5.94,5.22,4.27,NA,NA,NA,0,15.43,"RIJC260",42,2
"2444","392",6,16.262,3.605,12.657,9.56,NA,NA,NA,0,25.822,"RIJC260",56,2
"2445","392",8,10.69,NA,10.69,19.87,NA,NA,NA,0,30.56,"RIJC260",70,2
"2446","392",1,0.766,0.766,NA,0.1257,NA,NA,NA,0,0.8917,"RIJC260",21,2
"2447","392",5,16.605,5.876,10.729,9.138,NA,NA,NA,0,25.743,"RIJC260",49,2
"2448","392",2,2.2767,1.8464,0.4303,0.5502,NA,NA,NA,0,2.8269,"RIJC260",28,2
"2449","392",7,13.97,NA,13.97,12.22,NA,NA,NA,0.126,26.316,"RIJC260",63,2
"2450","393",4,18.443,9.198,9.245,9.575,NA,NA,NA,0,28.018,"RIJC319",42,2
"2451","393",5,24.12,NA,24.12,17.13,NA,NA,NA,0.395,41.645,"RIJC319",49,2
"2452","393",7,33,NA,33,33.49,NA,NA,NA,2.488,68.978,"RIJC319",63,2
"2453","393",6,18.13,NA,18.13,15.71,NA,NA,NA,0.46,34.3,"RIJC319",56,2
"2454","393",3,6.427,4.022,2.405,1.948,NA,NA,NA,0,8.375,"RIJC319",35,2
"2455","393",1,1.4126,1.293,0.1196,0.2773,NA,NA,NA,0,1.6899,"RIJC319",21,2
"2456","394",4,19.865,9.964,9.901,6.365,NA,NA,NA,0,26.23,"RIJC030",42,2
"2457","394",1,0.3458,0.3458,NA,0.0713,NA,NA,NA,0,0.4171,"RIJC030",21,2
"2458","394",3,7.175,4.686,2.489,1.771,NA,NA,NA,0,8.946,"RIJC030",35,2
"2459","394",5,9.187,4.842,4.345,4.246,NA,NA,NA,0,13.433,"RIJC030",49,2
"2460","394",6,28.48,NA,28.48,11.57,NA,NA,NA,0,40.05,"RIJC030",56,2
"2461","394",7,48.8,NA,48.8,35.71,NA,NA,NA,0,84.51,"RIJC030",63,2
"2462","394",8,14.31,NA,14.31,9.77,NA,NA,NA,0,24.08,"RIJC030",70,2
"2463","395",1,0.4405,0.4405,NA,0.0834,NA,NA,NA,0,0.5239,"RIJC047",21,2
"2464","395",6,16.94,NA,16.94,10.16,NA,NA,NA,0,27.1,"RIJC047",56,2
"2465","395",3,4.552,3.545,1.007,0.813,NA,NA,NA,0,5.365,"RIJC047",35,2
"2466","395",8,16.49,NA,16.49,16.75,0.172,NA,NA,0.537,33.777,"RIJC047",70,2
"2467","395",5,13.257,4.764,8.493,6.138,NA,NA,NA,0,19.395,"RIJC047",49,2
"2468","395",2,1.772,1.335,0.437,0.419,NA,NA,NA,0,2.191,"RIJC047",28,2
"2469","395",7,9.3,NA,9.3,5.9,NA,NA,0.065,0.065,15.265,"RIJC047",63,2
"2470","395",4,15.334,8.008,7.326,4.058,NA,NA,NA,0,19.392,"RIJC047",42,2
"2471","396",1,0.6021,0.6021,NA,0.1398,NA,NA,NA,0,0.7419,"RIJC331",21,2
"2472","396",2,1.94,1.3645,0.5755,0.6772,NA,NA,NA,0,2.6172,"RIJC331",28,2
"2473","396",3,5.736,3.768,1.968,1.823,NA,NA,NA,0,7.559,"RIJC331",35,2
"2474","396",4,9.252,4.72,4.532,4.128,NA,NA,NA,0,13.38,"RIJC331",42,2
"2475","396",5,15.765,5.319,10.446,10.735,NA,NA,NA,0,26.5,"RIJC331",49,2
"2476","396",6,13.35,NA,13.35,12.45,NA,NA,NA,0.71,26.51,"RIJC331",56,2
"2477","396",7,16.22,NA,16.22,17.66,NA,NA,NA,0.762,34.642,"RIJC331",63,2
"2478","396",8,8.74,NA,8.74,19.45,1.678,NA,NA,2.026,30.216,"RIJC331",70,2
"2479","396",9,3.271,NA,3.271,31.2,NA,NA,NA,0,34.471,"RIJC331",91,2
"2480","397",4,11.63,5.45,6.18,6.89,NA,NA,NA,0,18.52,"RIJC225",42,2
"2481","397",6,7.26,NA,7.26,5.56,NA,NA,NA,0,12.82,"RIJC225",56,2
"2482","397",3,5.243,3.719,1.524,1.796,NA,NA,NA,0,7.039,"RIJC225",35,2
"2483","397",8,12.17,NA,12.17,13.84,NA,NA,NA,0,26.01,"RIJC225",70,2
"2484","397",5,11.546,4.824,6.722,6.955,NA,NA,NA,0,18.501,"RIJC225",49,2
"2485","397",1,0.5695,0.5695,NA,0.098,NA,NA,NA,0,0.6675,"RIJC225",21,2
"2486","397",7,14.3,NA,14.3,13.17,NA,NA,NA,0.125,27.595,"RIJC225",63,2
"2487","397",2,1.703,1.505,0.198,0.363,NA,NA,NA,0,2.066,"RIJC225",28,2
"2488","398",4,12.331,6.777,5.554,4.96,NA,NA,NA,0,17.291,"RIJC262",42,2
"2489","398",5,10.584,4.369,6.215,6.789,NA,NA,NA,0,17.373,"RIJC262",49,2
"2490","398",7,15.46,NA,15.46,15.54,NA,NA,NA,0,31,"RIJC262",63,2
"2491","398",8,24.06,NA,24.06,30.55,NA,NA,NA,0,54.61,"RIJC262",70,2
"2492","398",6,22.56,NA,22.56,23.11,NA,NA,NA,0,45.67,"RIJC262",56,2
"2493","399",6,28.32,NA,28.32,20.77,NA,NA,NA,0,49.09,"RIJC002",56,2
"2494","399",8,22.92,NA,22.92,24.1,NA,NA,NA,0,47.02,"RIJC002",70,2
"2495","399",4,21.21,8.62,12.59,9.04,NA,NA,NA,0,30.25,"RIJC002",42,2
"2496","399",7,49.29,NA,49.29,38.62,NA,NA,NA,0,87.91,"RIJC002",63,2
"2497","399",3,13.439,6.163,7.276,3.291,NA,NA,NA,0,16.73,"RIJC002",35,2
"2498","399",5,9.784,5.342,4.442,4.632,NA,NA,NA,0,14.416,"RIJC002",49,2
"2499","4",1,0,NA,NA,0.0043,NA,NA,NA,0,0.0043,"RIJC048",13,1
"2500","4",2,0.5002,0.5002,NA,0.0819,NA,NA,NA,0,0.5821,"RIJC048",20,1
"2501","4",3,1.167,1.121,0.046,0.242,NA,NA,NA,0,1.409,"RIJC048",27,1
"2502","4",5,8.1,4.697,3.403,4.086,NA,NA,NA,0,12.186,"RIJC048",41,1
"2503","4",6,18.891,4.937,13.954,9.462,NA,NA,NA,0,28.353,"RIJC048",48,1
"2504","4",8,28.773,5.463,23.31,32.9,NA,NA,NA,1.563,63.236,"RIJC048",62,1
"2505","4",11,3.381,NA,3.381,74.8,10.071,NA,16.938,27.009,105.19,"RIJC048",108,1
"2506","4",7,45.659,4.419,41.24,25.77,NA,NA,NA,0.494,71.923,"RIJC048",55,1
"2507","40",1,0.2796,0.2796,NA,0.0387,NA,NA,NA,0,0.3183,"RIJC347",13,1
"2508","40",5,19.796,5.373,14.423,11.423,NA,NA,NA,0,31.219,"RIJC347",41,1
"2509","40",7,17.197,6.167,11.03,11.28,NA,NA,NA,0.613,29.09,"RIJC347",55,1
"2510","40",4,6.5591,4.637,1.9221,1.9901,NA,NA,NA,0,8.5492,"RIJC347",34,1
"2511","40",10,19.99,NA,19.99,24.38,1.15,NA,NA,75.21,119.58,"RIJC347",76,1
"2512","40",6,20.015,9.335,10.68,12.65,NA,0.19,NA,0.19,32.855,"RIJC347",48,1
"2513","40",2,0.6549,0.6549,NA,0.0968,NA,NA,NA,0,0.7517,"RIJC347",20,1
"2514","40",8,43.21,9.98,33.23,37.27,NA,NA,NA,37.828,118.308,"RIJC347",62,1
"2515","40",3,3.303,2.943,0.36,0.755,NA,NA,NA,0,4.058,"RIJC347",27,1
"2516","40",11,3.718,NA,3.718,25.103,NA,NA,79.17,79.17,107.991,"RIJC347",96,1
"2517","400",1,0.9006,0.8486,0.052,0.2028,NA,NA,NA,0,1.1034,"RIJC145",21,2
"2518","400",3,4.551,3.873,0.678,1.741,NA,NA,NA,0,6.292,"RIJC145",35,2
"2519","400",4,14.257,7.475,6.782,7.7822,NA,NA,NA,0,22.0392,"RIJC145",42,2
"2520","400",7,31.15,NA,31.15,31.31,NA,NA,NA,0,62.46,"RIJC145",63,2
"2521","401",6,11.35,NA,11.35,4.43,NA,NA,NA,0,15.78,"RIJC233",56,2
"2522","401",5,17.713,6.568,11.145,5.659,NA,NA,NA,0,23.372,"RIJC233",49,2
"2523","401",2,1.5538,1.3107,0.2431,0.3351,NA,NA,NA,0,1.8889,"RIJC233",28,2
"2524","401",8,10.82,NA,10.82,18.2,0.1,NA,NA,0.518,29.538,"RIJC233",70,2
"2525","401",4,19.017,7.869,11.148,6.299,NA,NA,NA,0,25.316,"RIJC233",42,2
"2526","402",1,0.8014,0.8014,NA,0.1697,NA,NA,NA,0,0.9711,"RIJC139",21,2
"2527","402",5,21.69,NA,21.69,17.01,NA,NA,NA,0,38.7,"RIJC139",49,2
"2528","402",6,17.7,NA,17.7,15.77,NA,NA,NA,0.495,33.965,"RIJC139",56,2
"2529","402",8,37.75,NA,37.75,43.88,NA,NA,NA,0,81.63,"RIJC139",70,2
"2530","402",3,10.76,4.09,6.67,5.24,NA,NA,NA,0,16,"RIJC139",35,2
"2531","402",7,21.25,NA,21.25,13.31,NA,NA,NA,0,34.56,"RIJC139",63,2
"2532","402",4,20.819,5.04,15.779,11.593,NA,NA,NA,0,32.412,"RIJC139",42,2
"2533","403",4,24.113,12.951,11.162,8.515,NA,NA,NA,0,32.628,"RIJC203",42,2
"2534","403",6,7.764,1.375,6.389,6.363,NA,NA,NA,0.018,14.145,"RIJC203",56,2
"2535","403",2,2.1588,1.823,0.3358,0.7386,NA,NA,NA,0,2.8974,"RIJC203",28,2
"2536","403",3,10.204,6.574,3.63,3.258,NA,NA,NA,0,13.462,"RIJC203",35,2
"2537","403",5,13.282,5.673,7.609,8.478,NA,NA,NA,0,21.76,"RIJC203",49,2
"2538","403",1,0.6854,0.6854,NA,0.1694,NA,NA,NA,0,0.8548,"RIJC203",21,2
"2539","403",8,3.96,NA,3.96,21.55,0.64,NA,NA,1.59,27.1,"RIJC203",70,2
"2540","404",3,9.32,4.02,5.3,2.92,NA,NA,NA,0,12.24,"RIJC140",35,2
"2541","404",4,11.744,6.899,4.845,4.329,NA,NA,NA,0,16.073,"RIJC140",42,2
"2542","404",5,14.174,3.128,11.046,7.935,NA,NA,NA,0,22.109,"RIJC140",49,2
"2543","404",6,15.348,5.792,9.556,11.937,NA,NA,NA,0,27.285,"RIJC140",56,2
"2544","404",7,38.4,NA,38.4,34.59,NA,NA,NA,0,72.99,"RIJC140",63,2
"2545","404",8,34.58,NA,34.58,54.75,NA,NA,NA,0,89.33,"RIJC140",70,2
"2546","405",5,14.83,NA,14.83,12.62,NA,NA,0.522,0.522,27.972,"RIJC220",49,2
"2547","405",7,10.22,NA,10.22,11.23,NA,NA,NA,0,21.45,"RIJC220",63,2
"2548","405",3,6.544,2.489,4.055,2.589,NA,NA,NA,0,9.133,"RIJC220",35,2
"2549","405",4,15.56,3.466,12.094,10.98,NA,NA,NA,0,26.54,"RIJC220",42,2
"2550","405",6,0,NA,NA,NA,NA,NA,NA,0,67.18,"RIJC220",56,2
