"","plot","HNO","DWTOTALLEAF","DWMSL","DWBL","TOTALSTEM","DWAP","DWGP","DWPOD","DWMP","WHOLE","Dlines","category","site","pdate","hdate","DAP","geno"
"2287","373",8,5.73,0,5.73,10.02,0.18,NA,0,NA,15.93,0,6,2,2016-05-06,2016-07-15,70,"RIJC003"
"2288","374",1,0.5234,0.5234,NA,0.1015,NA,NA,NA,NA,0.6249,0,6,2,2016-05-06,2016-05-27,21,"RIJC080"
"2289","374",3,5.95,3.424,2.526,2.009,NA,NA,NA,NA,7.959,0,6,2,2016-05-06,2016-06-10,35,"RIJC080"
"2290","374",4,19.133,3.707,15.426,10.908,NA,NA,NA,NA,30.041,0,6,2,2016-05-06,2016-06-17,42,"RIJC080"
"2291","374",5,14.105,2.452,11.653,13.167,NA,NA,NA,0.118,27.39,0,6,2,2016-05-06,2016-06-24,49,"RIJC080"
"2292","374",6,27.1,NA,27.1,32.03,NA,NA,3.905,NA,63.035,0,6,2,2016-05-06,2016-07-01,56,"RIJC080"
"2293","374",7,31.28,NA,31.28,39.13,0.163,NA,5.805,NA,76.378,0,6,2,2016-05-06,2016-07-08,63,"RIJC080"
"2294","374",8,11.58,NA,11.58,38.12,0.362,NA,3.373,NA,53.435,0,6,2,2016-05-06,2016-07-15,70,"RIJC080"
"2295","375",1,0.4757,0.4757,NA,0.0864,NA,NA,NA,NA,0.5621,0,6,2,2016-05-06,2016-05-27,21,"RIJC138"
"2296","375",3,2.9,2.46,0.44,0.83,NA,NA,NA,NA,3.73,0,6,2,2016-05-06,2016-06-10,35,"RIJC138"
"2297","375",4,11.444,4.73,6.714,5.872,NA,NA,NA,NA,17.316,0,6,2,2016-05-06,2016-06-17,42,"RIJC138"
"2298","375",5,10.57,4.532,6.038,6.214,NA,NA,NA,NA,16.784,0,6,2,2016-05-06,2016-06-24,49,"RIJC138"
"2299","375",6,13.17,NA,13.17,11.38,NA,NA,1.098,NA,25.648,0,6,2,2016-05-06,2016-07-01,56,"RIJC138"
"2300","375",7,5.98,NA,5.98,9,NA,NA,0.011,NA,14.991,0,6,2,2016-05-06,2016-07-08,63,"RIJC138"
"2301","375",8,9.48,NA,9.48,20.01,0.4,NA,NA,NA,29.89,0,6,2,2016-05-06,2016-07-15,70,"RIJC138"
"2302","376",1,0.7265,0.7117,0.0148,0.1147,NA,NA,NA,NA,0.8412,0,6,2,2016-05-06,2016-05-27,21,"RIJC373"
"2303","376",3,7.509,5.065,2.444,2.115,NA,NA,NA,NA,9.624,0,6,2,2016-05-06,2016-06-10,35,"RIJC373"
"2304","376",4,15.281,5.954,9.327,3.535,NA,NA,NA,NA,18.816,0,6,2,2016-05-06,2016-06-17,42,"RIJC373"
"2305","376",5,9.263,5.795,3.468,3.689,NA,NA,NA,NA,12.952,0,6,2,2016-05-06,2016-06-24,49,"RIJC373"
"2306","376",6,13.405,4.32,9.085,9.682,NA,NA,NA,NA,23.087,0,6,2,2016-05-06,2016-07-01,56,"RIJC373"
"2307","376",7,29.92,NA,29.92,19.06,NA,NA,NA,0,48.98,0,6,2,2016-05-06,2016-07-08,63,"RIJC373"
"2308","376",8,15.23,NA,15.23,13.16,NA,NA,NA,NA,28.39,0,6,2,2016-05-06,2016-07-15,70,"RIJC373"
"2309","377",1,0.925,0.9046,0.0204,0.1642,NA,NA,NA,NA,1.0892,0,6,2,2016-05-06,2016-05-27,21,"RIJC244"
"2310","377",2,1.2766,1.1402,0.1364,0.3425,NA,NA,NA,NA,1.6191,0,6,2,2016-05-06,2016-06-03,28,"RIJC244"
"2311","377",3,4.0155,2.5255,1.49,2.07,NA,NA,NA,NA,6.0855,0,6,2,2016-05-06,2016-06-10,35,"RIJC244"
"2312","377",4,16.25,7.12,9.13,4.27,NA,NA,NA,NA,20.52,0,6,2,2016-05-06,2016-06-17,42,"RIJC244"
"2313","377",5,25.273,10.086,15.187,15.717,NA,NA,NA,NA,40.99,0,6,2,2016-05-06,2016-06-24,49,"RIJC244"
"2314","377",6,10.84,NA,10.84,12.95,0,NA,0,NA,23.79,0,6,2,2016-05-06,2016-07-01,56,"RIJC244"
"2315","377",7,27.13,NA,27.13,23.89,0,NA,0,NA,51.02,0,6,2,2016-05-06,2016-07-08,63,"RIJC244"
"2316","377",8,5.39,NA,5.39,12.39,NA,NA,0.342,NA,18.122,0,6,2,2016-05-06,2016-07-15,70,"RIJC244"
"2317","378",1,0.4882,0.4882,NA,0.1186,NA,NA,NA,NA,0.6068,0,6,2,2016-05-06,2016-05-27,21,"RIJC141"
"2318","378",4,18.142,4.053,14.089,9.026,NA,NA,NA,NA,27.168,0,6,2,2016-05-06,2016-06-17,42,"RIJC141"
"2319","378",7,16.48,NA,16.48,25.52,NA,NA,0.463,NA,42.463,0,6,2,2016-05-06,2016-07-08,63,"RIJC141"
"2320","378",8,10.43,NA,10.43,18.62,NA,NA,NA,NA,29.05,0,6,2,2016-05-06,2016-07-15,70,"RIJC141"
"2321","379",1,0.6235,0.6235,NA,0.1158,NA,NA,NA,NA,0.7393,0,6,2,2016-05-06,2016-05-27,21,"RIJC243"
"2322","379",2,3.835,2.983,0.852,1.725,0,NA,0,NA,5.56,0,6,2,2016-05-06,2016-06-03,28,"RIJC243"
"2323","379",3,9.126,3.805,5.321,3.618,NA,NA,NA,NA,12.744,0,6,2,2016-05-06,2016-06-10,35,"RIJC243"
"2324","379",4,16.803,8.379,8.424,8.082,NA,NA,NA,NA,24.885,0,6,2,2016-05-06,2016-06-17,42,"RIJC243"
"2325","379",5,19.28,NA,19.28,15.3,NA,NA,0.384,NA,34.964,0,6,2,2016-05-06,2016-06-24,49,"RIJC243"
"2326","379",6,25.25,NA,25.25,31.98,NA,NA,0.304,NA,57.534,0,6,2,2016-05-06,2016-07-01,56,"RIJC243"
"2327","379",7,15.79,NA,15.79,19.56,NA,NA,6.593,NA,41.943,0,6,2,2016-05-06,2016-07-08,63,"RIJC243"
"2328","379",8,11.01,NA,11.01,15.69,0,0,0,NA,26.7,0,6,2,2016-05-06,2016-07-15,70,"RIJC243"
"2329","379",9,12.66,NA,12.66,45.17,6.581,NA,NA,5.166,69.577,0,6,2,2016-05-06,2016-08-05,91,"RIJC243"
"2330","38",1,0.2746,0.2746,NA,0.0447,NA,NA,NA,NA,0.3193,0,1,1,2016-03-23,2016-04-05,13,"RIJC224"
"2331","38",2,0.7543,0.7489,0.0054,0.1674,NA,NA,NA,NA,0.9217,0,1,1,2016-03-23,2016-04-12,20,"RIJC224"
"2332","38",3,2.111,2.003,0.108,0.526,NA,NA,NA,NA,2.637,0,1,1,2016-03-23,2016-04-19,27,"RIJC224"
"2333","38",4,7.962,4.909,3.053,3.211,NA,NA,NA,NA,11.173,0,1,1,2016-03-23,2016-04-26,34,"RIJC224"
"2334","38",5,10.692,4.448,6.244,7.075,NA,NA,0.191,NA,17.958,0,1,1,2016-03-23,2016-05-03,41,"RIJC224"
"2335","38",6,12.935,5.365,7.57,9.09,NA,0.175,NA,NA,22.2,0,1,1,2016-03-23,2016-05-10,48,"RIJC224"
"2336","38",7,34.808,5.498,29.31,29.95,NA,NA,3.285,NA,68.043,0,1,1,2016-03-23,2016-05-17,55,"RIJC224"
"2337","38",8,40.258,7.068,33.19,45.38,NA,NA,28.45,NA,114.088,0,1,1,2016-03-23,2016-05-24,62,"RIJC224"
"2338","38",9,31.98,NA,31.98,44.59,2.055,NA,36.315,NA,114.94,0,1,1,2016-03-23,2016-05-31,69,"RIJC224"
"2339","38",10,37.25,NA,37.25,52.36,6.319,NA,47.03,NA,142.959,0,1,1,2016-03-23,2016-06-07,76,"RIJC224"
"2340","38",11,9.864,NA,9.864,36.328,3.71,0,NA,25.782,75.684,0,1,1,2016-03-23,2016-06-30,99,"RIJC224"
"2341","380",1,0.8996,0.8996,NA,0.1807,NA,NA,NA,NA,1.0803,0,6,2,2016-05-06,2016-05-27,21,"TM6"
"2342","380",2,3.06785,2.28065,0.7872,0.97935,0,NA,0,NA,4.0472,0,6,2,2016-05-06,2016-06-03,28,"TM6"
"2343","380",3,8.868,4.359,4.509,3.986,NA,NA,NA,NA,12.854,0,6,2,2016-05-06,2016-06-10,35,"TM6"
"2344","380",4,26.55,7.48,19.07,13.43,NA,NA,NA,NA,39.98,0,6,2,2016-05-06,2016-06-17,42,"TM6"
"2345","380",5,18.29,NA,18.29,18,NA,NA,NA,0.729,37.019,0,6,2,2016-05-06,2016-06-24,49,"TM6"
"2346","380",6,28.3,NA,28.3,28.55,NA,1.45,NA,NA,58.3,0,6,2,2016-05-06,2016-07-01,56,"TM6"
"2347","380",7,30.37,NA,30.37,34.51,NA,NA,6.683,NA,71.563,0,6,2,2016-05-06,2016-07-08,63,"TM6"
"2348","380",9,24.52,NA,24.52,87.68,1.248,NA,1.866,NA,115.314,0,6,2,2016-05-06,2016-08-05,91,"TM6"
"2349","381",2,3.0745,2.226,0.8485,0.9942,NA,NA,NA,NA,4.0687,0,6,2,2016-05-06,2016-06-03,28,"RIJC247"
"2350","381",5,20.728,10.631,10.097,8.512,NA,NA,NA,NA,29.24,0,6,2,2016-05-06,2016-06-24,49,"RIJC247"
"2351","381",6,8.094,1.592,6.502,4.283,NA,NA,NA,NA,12.377,0,6,2,2016-05-06,2016-07-01,56,"RIJC247"
"2352","381",7,11.693,11.693,NA,6.068,NA,NA,NA,NA,17.761,0,6,2,2016-05-06,2016-07-08,63,"RIJC247"
"2353","381",8,6.64,NA,6.64,6.69,0.02,0,NA,NA,13.35,0,6,2,2016-05-06,2016-07-15,70,"RIJC247"
"2354","382",1,0.4076,0.4076,NA,0.0658,NA,NA,NA,NA,0.4734,0,6,2,2016-05-06,2016-05-27,21,"RIJC076"
"2355","382",2,1.585,1.1865,0.3985,0.467,0,NA,0,NA,2.052,0,6,2,2016-05-06,2016-06-03,28,"RIJC076"
"2356","382",3,8.06,5.146,2.914,1.912,NA,NA,NA,NA,9.972,0,6,2,2016-05-06,2016-06-10,35,"RIJC076"
"2357","382",5,22.406,10.082,12.324,10.964,NA,NA,NA,NA,33.37,0,6,2,2016-05-06,2016-06-24,49,"RIJC076"
"2358","382",6,10.08,NA,10.08,12.4,NA,NA,0.222,NA,22.702,0,6,2,2016-05-06,2016-07-01,56,"RIJC076"
"2359","382",7,15.51,NA,15.51,26.3,NA,NA,1.837,NA,43.647,0,6,2,2016-05-06,2016-07-08,63,"RIJC076"
"2360","382",8,19.8,NA,19.8,43.22,0.869,NA,1.536,NA,65.425,0,6,2,2016-05-06,2016-07-15,70,"RIJC076"
"2361","382",9,20,20,NA,24.14,0.354,NA,0.319,NA,44.813,0,6,2,2016-05-06,2016-08-05,91,"RIJC076"
"2362","383",5,14.497,2.727,11.77,9.269,NA,NA,NA,NA,23.766,0,6,2,2016-05-06,2016-06-24,49,"RIJC049"
"2363","383",8,7.46,NA,7.46,10.46,0.341,NA,2.113,NA,20.374,0,6,2,2016-05-06,2016-07-15,70,"RIJC049"
"2364","384",1,0.3752,0.3752,NA,0.0717,NA,NA,NA,NA,0.4469,0,6,2,2016-05-06,2016-05-27,21,"RIJC335"
"2365","384",2,1.5985,1.5581,0.0404,0.5391,NA,NA,NA,NA,2.1376,0,6,2,2016-05-06,2016-06-03,28,"RIJC335"
"2366","384",3,4.576,3.396,1.18,1.17,0,NA,0,NA,5.746,0,6,2,2016-05-06,2016-06-10,35,"RIJC335"
"2367","384",4,27.25,9.99,17.26,9.94,NA,NA,NA,NA,37.19,0,6,2,2016-05-06,2016-06-17,42,"RIJC335"
"2368","384",5,10.648,3.989,6.659,8.506,NA,NA,NA,NA,19.154,0,6,2,2016-05-06,2016-06-24,49,"RIJC335"
"2369","384",6,23.19,NA,23.19,15.45,NA,NA,NA,NA,38.64,0,6,2,2016-05-06,2016-07-01,56,"RIJC335"
"2370","384",7,19.32,NA,19.32,14.15,0,NA,0,NA,33.47,0,6,2,2016-05-06,2016-07-08,63,"RIJC335"
"2371","384",8,22.87,NA,22.87,31.59,0,0,0,0,54.46,0,6,2,2016-05-06,2016-07-15,70,"RIJC335"
"2372","385",1,0.9838,0.9587,0.0251,0.2189,NA,NA,NA,NA,1.2027,0,6,2,2016-05-06,2016-05-27,21,"TM8"
"2373","385",2,4.3698,3.0722,1.2976,1.5993,NA,NA,NA,NA,5.9691,0,6,2,2016-05-06,2016-06-03,28,"TM8"
"2374","385",3,2.716,1.376,1.34,0.827,NA,NA,NA,NA,3.543,0,6,2,2016-05-06,2016-06-10,35,"TM8"
"2375","385",4,29.56,9.56,20,18.65,NA,NA,NA,NA,48.21,0,6,2,2016-05-06,2016-06-17,42,"TM8"
"2376","385",5,21.847,5.172,16.675,15.851,NA,NA,NA,NA,37.698,0,6,2,2016-05-06,2016-06-24,49,"TM8"
"2377","385",6,28.64,NA,28.64,25.83,0.269,NA,6.556,NA,61.295,0,6,2,2016-05-06,2016-07-01,56,"TM8"
"2378","385",7,25.24,NA,25.24,52.54,7.31,NA,42.68,NA,127.77,0,6,2,2016-05-06,2016-07-08,63,"TM8"
"2379","385",8,15.17,NA,15.17,42.39,1.324,15.467,NA,1.955,76.306,0,6,2,2016-05-06,2016-07-15,70,"TM8"
"2380","385",9,0.73,NA,0.73,57.91,7.158,NA,NA,10.502,76.3,0,6,2,2016-05-06,2016-08-05,91,"TM8"
"2381","386",6,26.97,NA,26.97,21.23,NA,NA,NA,NA,48.2,0,6,2,2016-05-06,2016-07-01,56,"RIJC232"
"2382","386",8,38.2,NA,38.2,64.23,0,NA,0,NA,102.43,0,6,2,2016-05-06,2016-07-15,70,"RIJC232"
"2383","387",1,0.4296,0.4296,NA,0.0796,NA,NA,NA,NA,0.5092,0,6,2,2016-05-06,2016-05-27,21,"RIJC330"
"2384","387",2,0.601,0.457,0.144,1.359,0,NA,0,NA,1.96,0,6,2,2016-05-06,2016-06-03,28,"RIJC330"
"2385","387",3,6.499,4.109,2.39,2.411,NA,NA,NA,NA,8.91,0,6,2,2016-05-06,2016-06-10,35,"RIJC330"
"2386","387",4,16.24,6.513,9.727,7.84,NA,NA,NA,NA,24.08,0,6,2,2016-05-06,2016-06-17,42,"RIJC330"
"2387","387",5,7.906,3.251,4.655,4.941,NA,NA,NA,NA,12.847,0,6,2,2016-05-06,2016-06-24,49,"RIJC330"
"2388","387",6,28.91,NA,28.91,30.16,NA,NA,NA,NA,59.07,0,6,2,2016-05-06,2016-07-01,56,"RIJC330"
"2389","387",7,14.78,NA,14.78,15.34,0,0,0,NA,30.12,0,6,2,2016-05-06,2016-07-08,63,"RIJC330"
"2390","387",8,29.08,NA,29.08,51.61,NA,NA,NA,NA,80.69,0,6,2,2016-05-06,2016-07-15,70,"RIJC330"
"2391","388",1,0.72441,0.54441,0.18,0.1254,NA,NA,NA,NA,0.84981,0,6,2,2016-05-06,2016-05-27,21,"RIJC316"
"2392","388",2,1.9067,1.5744,0.3323,0.5459,NA,NA,NA,NA,2.4526,0,6,2,2016-05-06,2016-06-03,28,"RIJC316"
"2393","388",3,7.187,3.977,3.21,3.029,NA,NA,NA,NA,10.216,0,6,2,2016-05-06,2016-06-10,35,"RIJC316"
"2394","388",5,6.221,3.035,3.186,3.254,NA,NA,NA,NA,9.475,0,6,2,2016-05-06,2016-06-24,49,"RIJC316"
"2395","388",6,23.64,NA,23.64,17.92,NA,NA,NA,NA,41.56,0,6,2,2016-05-06,2016-07-01,56,"RIJC316"
"2396","388",7,38.87,NA,38.87,32.05,0,0,0,NA,70.92,0,6,2,2016-05-06,2016-07-08,63,"RIJC316"
"2397","388",8,18.4,NA,18.4,17.39,0.081,0,0.042,0,35.913,0,6,2,2016-05-06,2016-07-15,70,"RIJC316"
"2398","388",9,20.21,NA,20.21,45.33,1.253,NA,NA,1.195,67.988,0,6,2,2016-05-06,2016-08-05,91,"RIJC316"
"2399","389",1,0.4723,0.4723,NA,0.0756,NA,NA,NA,NA,0.5479,0,6,2,2016-05-06,2016-05-27,21,"RIJC217"
"2400","389",3,3.749,2.862,0.887,1.012,NA,NA,NA,NA,4.761,0,6,2,2016-05-06,2016-06-10,35,"RIJC217"
"2401","389",4,12.158,6.279,5.879,5.413,NA,NA,0.032,NA,17.603,0,6,2,2016-05-06,2016-06-17,42,"RIJC217"
"2402","389",5,13.417,4.691,8.726,9.104,NA,NA,NA,NA,22.521,0,6,2,2016-05-06,2016-06-24,49,"RIJC217"
"2403","389",6,8.91,NA,8.91,7.25,NA,NA,1.068,NA,17.228,0,6,2,2016-05-06,2016-07-01,56,"RIJC217"
"2404","389",7,10.44,NA,10.44,8.11,NA,0.48,NA,NA,19.03,0,6,2,2016-05-06,2016-07-08,63,"RIJC217"
"2405","389",8,11.38,NA,11.38,17.94,0.144,NA,8.188,NA,37.652,0,6,2,2016-05-06,2016-07-15,70,"RIJC217"
"2406","389",9,0,NA,0,13.034,2.351,NA,0,NA,15.385,0,6,2,2016-05-06,2016-08-05,91,"RIJC217"
"2407","39",1,0.1314,0.1314,NA,0.0213,NA,NA,NA,NA,0.1527,0,1,1,2016-03-23,2016-04-05,13,"RIJC230"
"2408","39",2,0.3148,0.3148,NA,0.047,NA,NA,NA,NA,0.3618,0,1,1,2016-03-23,2016-04-12,20,"RIJC230"
"2409","39",3,0.835,0.795,0.04,0.13,NA,NA,NA,NA,0.965,0,1,1,2016-03-23,2016-04-19,27,"RIJC230"
"2410","39",5,8.88,5.368,3.512,4.246,NA,NA,NA,NA,13.126,0,1,1,2016-03-23,2016-05-03,41,"RIJC230"
"2411","39",6,20.893,8.227,12.666,10.774,NA,NA,NA,NA,31.667,0,1,1,2016-03-23,2016-05-10,48,"RIJC230"
"2412","39",7,27.623,9.023,18.6,11.59,NA,NA,0.822,NA,40.035,0,1,1,2016-03-23,2016-05-17,55,"RIJC230"
"2413","39",8,47.372,13.602,33.77,24.08,0,NA,7.813,NA,79.265,0,1,1,2016-03-23,2016-05-24,62,"RIJC230"
"2414","39",9,29.25,NA,29.25,26.05,5.804,NA,0.214,NA,61.318,0,1,1,2016-03-23,2016-05-31,69,"RIJC230"
"2415","39",11,6.216,NA,6.216,47.43,9.805,0.501,NA,4.234,68.186,0,1,1,2016-03-23,2016-07-07,106,"RIJC230"
"2416","390",7,24.69,NA,24.69,20.59,0,NA,0,NA,45.28,0,6,2,2016-05-06,2016-07-08,63,"RIJC237"
"2417","390",8,23.56,NA,23.56,31.16,0.06,0.36,NA,NA,55.14,0,6,2,2016-05-06,2016-07-15,70,"RIJC237"
"2418","391",1,0.3272,0.3272,NA,0.0504,NA,NA,NA,NA,0.3776,0,6,2,2016-05-06,2016-05-27,21,"RIJC025"
"2419","391",2,1.9711,1.6566,0.3145,0.4681,NA,NA,NA,NA,2.4392,0,6,2,2016-05-06,2016-06-03,28,"RIJC025"
"2420","391",3,7.375,5.361,2.014,1.749,NA,NA,NA,NA,9.124,0,6,2,2016-05-06,2016-06-10,35,"RIJC025"
"2421","391",4,15.4,7.14,8.26,5.28,NA,NA,NA,NA,20.68,0,6,2,2016-05-06,2016-06-17,42,"RIJC025"
"2422","391",5,14.589,5.465,9.124,5.54,NA,NA,NA,NA,20.129,0,6,2,2016-05-06,2016-06-24,49,"RIJC025"
"2423","391",6,27.66,NA,27.66,15.98,NA,NA,0.033,NA,43.673,0,6,2,2016-05-06,2016-07-01,56,"RIJC025"
"2424","391",7,15.95,NA,15.95,9.12,NA,NA,0.101,NA,25.171,0,6,2,2016-05-06,2016-07-08,63,"RIJC025"
"2425","391",8,25.5,0,25.5,20.86,0,NA,0.17,NA,46.53,0,6,2,2016-05-06,2016-07-15,70,"RIJC025"
"2426","392",1,0.766,0.766,NA,0.1257,NA,NA,NA,NA,0.8917,0,6,2,2016-05-06,2016-05-27,21,"RIJC260"
"2427","392",2,2.2767,1.8464,0.4303,0.5502,NA,NA,NA,NA,2.8269,0,6,2,2016-05-06,2016-06-03,28,"RIJC260"
"2428","392",3,7.177,3.775,3.402,2.403,NA,NA,NA,NA,9.58,0,6,2,2016-05-06,2016-06-10,35,"RIJC260"
"2429","392",4,11.16,5.94,5.22,4.27,NA,NA,NA,NA,15.43,0,6,2,2016-05-06,2016-06-17,42,"RIJC260"
"2430","392",5,16.605,5.876,10.729,9.138,NA,NA,NA,NA,25.743,0,6,2,2016-05-06,2016-06-24,49,"RIJC260"
"2431","392",6,16.262,3.605,12.657,9.56,NA,NA,NA,NA,25.822,0,6,2,2016-05-06,2016-07-01,56,"RIJC260"
"2432","392",7,13.97,NA,13.97,12.22,NA,NA,0.126,NA,26.316,0,6,2,2016-05-06,2016-07-08,63,"RIJC260"
"2433","392",8,10.69,NA,10.69,19.87,NA,NA,0,NA,30.56,0,6,2,2016-05-06,2016-07-15,70,"RIJC260"
"2434","393",1,1.4126,1.293,0.1196,0.2773,NA,NA,NA,NA,1.6899,0,6,2,2016-05-06,2016-05-27,21,"RIJC319"
"2435","393",3,6.427,4.022,2.405,1.948,NA,NA,NA,NA,8.375,0,6,2,2016-05-06,2016-06-10,35,"RIJC319"
"2436","393",4,18.443,9.198,9.245,9.575,0,0,0,0,28.018,0,6,2,2016-05-06,2016-06-17,42,"RIJC319"
"2437","393",5,24.12,NA,24.12,17.13,NA,NA,0.395,NA,41.645,0,6,2,2016-05-06,2016-06-24,49,"RIJC319"
"2438","393",6,18.13,NA,18.13,15.71,0,NA,0.46,NA,34.3,0,6,2,2016-05-06,2016-07-01,56,"RIJC319"
"2439","393",7,33,NA,33,33.49,NA,NA,2.488,NA,68.978,0,6,2,2016-05-06,2016-07-08,63,"RIJC319"
"2440","394",1,0.3458,0.3458,NA,0.0713,NA,NA,NA,NA,0.4171,0,6,2,2016-05-06,2016-05-27,21,"RIJC030"
"2441","394",3,7.175,4.686,2.489,1.771,NA,NA,NA,NA,8.946,0,6,2,2016-05-06,2016-06-10,35,"RIJC030"
"2442","394",4,19.865,9.964,9.901,6.365,NA,NA,NA,NA,26.23,0,6,2,2016-05-06,2016-06-17,42,"RIJC030"
"2443","394",5,9.187,4.842,4.345,4.246,NA,NA,NA,NA,13.433,0,6,2,2016-05-06,2016-06-24,49,"RIJC030"
"2444","394",6,28.48,NA,28.48,11.57,NA,NA,NA,NA,40.05,0,6,2,2016-05-06,2016-07-01,56,"RIJC030"
"2445","394",7,48.8,NA,48.8,35.71,NA,NA,NA,NA,84.51,0,6,2,2016-05-06,2016-07-08,63,"RIJC030"
"2446","394",8,14.31,NA,14.31,9.77,0,NA,0,NA,24.08,0,6,2,2016-05-06,2016-07-15,70,"RIJC030"
"2447","395",1,0.4405,0.4405,NA,0.0834,NA,NA,NA,NA,0.5239,0,6,2,2016-05-06,2016-05-27,21,"RIJC047"
"2448","395",2,1.772,1.335,0.437,0.419,0,NA,0,NA,2.191,0,6,2,2016-05-06,2016-06-03,28,"RIJC047"
"2449","395",3,4.552,3.545,1.007,0.813,NA,NA,NA,NA,5.365,0,6,2,2016-05-06,2016-06-10,35,"RIJC047"
"2450","395",4,15.334,8.008,7.326,4.058,NA,NA,NA,NA,19.392,0,6,2,2016-05-06,2016-06-17,42,"RIJC047"
"2451","395",5,13.257,4.764,8.493,6.138,NA,NA,NA,NA,19.395,0,6,2,2016-05-06,2016-06-24,49,"RIJC047"
"2452","395",6,16.94,NA,16.94,10.16,NA,NA,NA,NA,27.1,0,6,2,2016-05-06,2016-07-01,56,"RIJC047"
"2453","395",7,9.3,NA,9.3,5.9,NA,NA,NA,0.065,15.265,0,6,2,2016-05-06,2016-07-08,63,"RIJC047"
"2454","395",8,16.49,NA,16.49,16.75,0.172,NA,0.365,NA,33.777,0,6,2,2016-05-06,2016-07-15,70,"RIJC047"
"2455","396",1,0.6021,0.6021,NA,0.1398,NA,NA,NA,NA,0.7419,0,6,2,2016-05-06,2016-05-27,21,"RIJC331"
"2456","396",2,1.94,1.3645,0.5755,0.6772,NA,NA,NA,NA,2.6172,0,6,2,2016-05-06,2016-06-03,28,"RIJC331"
"2457","396",3,5.736,3.768,1.968,1.823,NA,NA,NA,NA,7.559,0,6,2,2016-05-06,2016-06-10,35,"RIJC331"
"2458","396",4,9.252,4.72,4.532,4.128,NA,NA,NA,NA,13.38,0,6,2,2016-05-06,2016-06-17,42,"RIJC331"
"2459","396",5,15.765,5.319,10.446,10.735,NA,NA,NA,NA,26.5,0,6,2,2016-05-06,2016-06-24,49,"RIJC331"
"2460","396",6,13.35,NA,13.35,12.45,0,NA,0.71,NA,26.51,0,6,2,2016-05-06,2016-07-01,56,"RIJC331"
"2461","396",7,16.22,NA,16.22,17.66,0,NA,0.762,NA,34.642,0,6,2,2016-05-06,2016-07-08,63,"RIJC331"
"2462","396",8,8.74,NA,8.74,19.45,1.678,NA,0.348,NA,30.216,0,6,2,2016-05-06,2016-07-15,70,"RIJC331"
"2463","396",9,3.271,NA,3.271,31.2,0,0,NA,0,34.471,0,6,2,2016-05-06,2016-08-05,91,"RIJC331"
"2464","397",1,0.5695,0.5695,NA,0.098,NA,NA,NA,NA,0.6675,0,6,2,2016-05-06,2016-05-27,21,"RIJC225"
"2465","397",2,1.703,1.505,0.198,0.363,0,NA,0,NA,2.066,0,6,2,2016-05-06,2016-06-03,28,"RIJC225"
"2466","397",3,5.243,3.719,1.524,1.796,NA,NA,NA,NA,7.039,0,6,2,2016-05-06,2016-06-10,35,"RIJC225"
"2467","397",4,11.63,5.45,6.18,6.89,NA,NA,NA,NA,18.52,0,6,2,2016-05-06,2016-06-17,42,"RIJC225"
"2468","397",5,11.546,4.824,6.722,6.955,NA,NA,NA,NA,18.501,0,6,2,2016-05-06,2016-06-24,49,"RIJC225"
"2469","397",6,7.26,NA,7.26,5.56,NA,NA,NA,NA,12.82,0,6,2,2016-05-06,2016-07-01,56,"RIJC225"
"2470","397",7,14.3,NA,14.3,13.17,NA,NA,0.125,NA,27.595,0,6,2,2016-05-06,2016-07-08,63,"RIJC225"
"2471","397",8,12.17,NA,12.17,13.84,0,0,0,0,26.01,0,6,2,2016-05-06,2016-07-15,70,"RIJC225"
"2472","398",4,12.331,6.777,5.554,4.96,NA,NA,NA,NA,17.291,0,6,2,2016-05-06,2016-06-17,42,"RIJC262"
"2473","398",5,10.584,4.369,6.215,6.789,NA,NA,NA,NA,17.373,0,6,2,2016-05-06,2016-06-24,49,"RIJC262"
"2474","398",6,22.56,NA,22.56,23.11,NA,NA,NA,NA,45.67,0,6,2,2016-05-06,2016-07-01,56,"RIJC262"
"2475","398",7,15.46,NA,15.46,15.54,NA,NA,0,NA,31,0,6,2,2016-05-06,2016-07-08,63,"RIJC262"
"2476","398",8,24.06,NA,24.06,30.55,NA,NA,NA,NA,54.61,0,6,2,2016-05-06,2016-07-15,70,"RIJC262"
"2477","399",3,13.439,6.163,7.276,3.291,NA,NA,NA,NA,16.73,0,6,2,2016-05-06,2016-06-10,35,"RIJC002"
"2478","399",4,21.21,8.62,12.59,9.04,NA,NA,NA,NA,30.25,0,6,2,2016-05-06,2016-06-17,42,"RIJC002"
"2479","399",5,9.784,5.342,4.442,4.632,NA,NA,NA,NA,14.416,0,6,2,2016-05-06,2016-06-24,49,"RIJC002"
"2480","399",6,28.32,NA,28.32,20.77,NA,NA,NA,NA,49.09,0,6,2,2016-05-06,2016-07-01,56,"RIJC002"
"2481","399",7,49.29,NA,49.29,38.62,0,NA,0,NA,87.91,0,6,2,2016-05-06,2016-07-08,63,"RIJC002"
"2482","399",8,22.92,NA,22.92,24.1,0,NA,0,NA,47.02,0,6,2,2016-05-06,2016-07-15,70,"RIJC002"
"2483","4",1,0.0201,0.0201,NA,0.0043,NA,NA,NA,NA,0.0244,0,1,1,2016-03-23,2016-04-05,13,"RIJC048"
"2484","4",2,0.5002,0.5002,NA,0.0819,NA,NA,NA,NA,0.5821,0,1,1,2016-03-23,2016-04-12,20,"RIJC048"
