"","plot","HNO","DWTOTALLEAF","DWMSL","DWBL","TOTALSTEM","DWAP","DWGP","DWPOD","DWMP","WHOLE","Dlines","category","site","pdate","hdate","DAP","geno"
"3754","D32",8,18.022,2.662,15.36,25.95,NA,NA,4.612,NA,48.584,1,4,1,2016-03-29,2016-05-27,59,"OACRex"
"3755","D32",9,23.51,NA,23.51,26.08,0.169,NA,19.512,NA,69.271,1,4,1,2016-03-29,2016-06-03,66,"OACRex"
"3756","D32",10,25.77,NA,25.77,38,0.271,NA,49.79,NA,113.831,1,4,1,2016-03-29,2016-06-10,73,"OACRex"
"3757","D32",11,13.951,NA,13.951,47.36,12.827,NA,NA,16.902,91.04,1,4,1,2016-03-29,2016-07-12,105,"OACRex"
"3758","D33",1,0.0761,0.0761,NA,0.0108,NA,NA,NA,NA,0.0869,1,4,1,2016-03-29,2016-04-07,9,"Expresso"
"3759","D33",2,0.3822,0.3822,NA,0.0314,NA,NA,NA,NA,0.4136,1,4,1,2016-03-29,2016-04-14,16,"Expresso"
"3760","D33",3,3.919,2.603,1.316,1.609,NA,NA,NA,NA,5.528,1,4,1,2016-03-29,2016-04-21,23,"Expresso"
"3761","D33",4,4.272,3.96,0.312,1.646,NA,NA,NA,NA,5.918,1,4,1,2016-03-29,2016-04-28,30,"Expresso"
"3762","D33",5,9.381,4.327,5.054,7.735,NA,NA,0.192,NA,17.308,1,4,1,2016-03-29,2016-05-05,37,"Expresso"
"3763","D33",6,22.592,8.452,14.14,16.46,NA,NA,3.547,NA,42.599,1,4,1,2016-03-29,2016-05-12,44,"Expresso"
"3764","D33",7,25.571,5.261,20.31,25.89,NA,NA,7.106,NA,58.567,1,4,1,2016-03-29,2016-05-20,52,"Expresso"
"3765","D33",8,15.921,1.971,13.95,24.76,NA,NA,18.932,NA,59.613,1,4,1,2016-03-29,2016-05-27,59,"Expresso"
"3766","D33",9,15.68,NA,15.68,25.76,1.143,NA,29.637,NA,72.22,1,4,1,2016-03-29,2016-06-03,66,"Expresso"
"3767","D33",10,13.35,NA,13.35,21.66,2.022,NA,43.5295,NA,80.5615,1,4,1,2016-03-29,2016-06-10,73,"Expresso"
"3768","D33",11,5.958,NA,5.958,40.24,4.171,0,NA,72.59,122.959,1,4,1,2016-03-29,2016-06-27,90,"Expresso"
"3769","D34",1,0.1118,0.1118,NA,0.0145,NA,NA,NA,NA,0.1263,1,4,1,2016-03-29,2016-04-07,9,"Pv230"
"3770","D34",2,0.1311,0.1311,NA,0.0065,NA,NA,NA,NA,0.1376,1,4,1,2016-03-29,2016-04-14,16,"Pv230"
"3771","D34",3,0.587,0.557,0.03,0.185,NA,NA,NA,NA,0.772,1,4,1,2016-03-29,2016-04-21,23,"Pv230"
"3772","D34",4,1.87,1.635,0.235,0.851,NA,NA,NA,NA,2.721,1,4,1,2016-03-29,2016-04-28,30,"Pv230"
"3773","D34",5,6.91,3.593,3.317,4.335,NA,NA,NA,NA,11.245,1,4,1,2016-03-29,2016-05-05,37,"Pv230"
"3774","D34",6,15.331,6.461,8.87,11.1,NA,NA,2.196,NA,28.627,1,4,1,2016-03-29,2016-05-12,44,"Pv230"
"3775","D34",7,11.796,2.036,9.76,9.61,NA,NA,3.81,NA,25.216,1,4,1,2016-03-29,2016-05-20,52,"Pv230"
"3776","D34",9,16.38,NA,16.38,21.18,2.823,NA,18.162,NA,58.545,1,4,1,2016-03-29,2016-06-03,66,"Pv230"
"3777","D34",10,23.65,NA,23.65,37.02,0.831,NA,46.12,NA,107.621,1,4,1,2016-03-29,2016-06-10,73,"Pv230"
"3778","D34",11,10.82,NA,10.82,31.89,6.59,0.02,18.25,NA,67.57,1,4,1,2016-03-29,2016-07-12,105,"Pv230"
"3779","D35",1,0.0641,0.0641,NA,0.0083,NA,NA,NA,NA,0.0724,1,4,1,2016-03-29,2016-04-07,9,"Envoy"
"3780","D35",2,0.2092,0.2092,NA,0.0134,NA,NA,NA,NA,0.2226,1,4,1,2016-03-29,2016-04-14,16,"Envoy"
"3781","D35",3,4.015,2.493,1.522,1.654,NA,NA,NA,NA,5.669,1,4,1,2016-03-29,2016-04-21,23,"Envoy"
"3782","D35",4,4.42,2.511,1.909,1.696,NA,NA,NA,NA,6.116,1,4,1,2016-03-29,2016-04-28,30,"Envoy"
"3783","D35",5,16.668,4.002,12.666,11.91,NA,NA,0.092,NA,28.67,1,4,1,2016-03-29,2016-05-05,37,"Envoy"
"3784","D35",6,12.359,4.859,7.5,8.78,NA,NA,1.511,NA,22.65,1,4,1,2016-03-29,2016-05-12,44,"Envoy"
"3785","D35",7,18.91,1.58,17.33,18.24,NA,NA,2.32,NA,39.47,1,4,1,2016-03-29,2016-05-20,52,"Envoy"
"3786","D35",8,10.935,0.835,10.1,14,NA,NA,4.164,NA,29.099,1,4,1,2016-03-29,2016-05-27,59,"Envoy"
"3787","D35",9,16.55,NA,16.55,24.54,1.01,NA,28.82,NA,70.92,1,4,1,2016-03-29,2016-06-03,66,"Envoy"
"3788","D35",10,7.3,NA,7.3,19.7,2.11,NA,39.82,NA,68.93,1,4,1,2016-03-29,2016-06-10,73,"Envoy"
"3789","D35",11,0,NA,NA,26.33,3.9,NA,56.22,NA,86.45,1,4,1,2016-03-29,2016-07-12,105,"Envoy"
"3790","D36",1,0.0558,0.0558,NA,0.0077,NA,NA,NA,NA,0.0635,1,4,1,2016-03-29,2016-04-07,9,"Vista"
"3791","D36",2,0.1579,0.1579,NA,0.0248,NA,NA,NA,NA,0.1827,1,4,1,2016-03-29,2016-04-14,16,"Vista"
"3792","D36",3,0.639,0.639,NA,0.128,NA,NA,NA,NA,0.767,1,4,1,2016-03-29,2016-04-21,23,"Vista"
"3793","D36",4,1.85,1.719,0.131,0.545,NA,NA,NA,NA,2.395,1,4,1,2016-03-29,2016-04-28,30,"Vista"
"3794","D36",5,6.427,4.102,2.325,3.851,NA,NA,NA,NA,10.278,1,4,1,2016-03-29,2016-05-05,37,"Vista"
"3795","D36",6,7.903,5.983,1.92,2.85,NA,NA,0.023,NA,10.776,1,4,1,2016-03-29,2016-05-12,44,"Vista"
"3796","D36",7,15.574,6.334,9.24,17.31,NA,NA,1.467,NA,34.351,1,4,1,2016-03-29,2016-05-20,52,"Vista"
"3797","D36",8,22.65,NA,22.65,80.44,1.85,NA,34.55,NA,139.49,1,4,1,2016-03-29,2016-05-27,59,"Vista"
"3798","D36",10,16.72,NA,16.72,25.52,5.277,NA,8.005,NA,55.522,1,4,1,2016-03-29,2016-06-10,73,"Vista"
"3799","D37",8,11.285,4.885,6.4,11.81,NA,NA,0.236,NA,23.331,1,4,1,2016-03-29,2016-05-27,59,"Seaforth"
"3800","D37",10,18.37,NA,18.37,25.39,0.02,NA,5.79,NA,49.57,1,4,1,2016-03-29,2016-06-10,73,"Seaforth"
"3801","D39",2,0.2856,0.2856,NA,0.0371,NA,NA,NA,NA,0.3227,1,4,1,2016-03-29,2016-04-14,16,"Portage"
"3802","D39",3,1.788,1.788,NA,1.431,NA,NA,NA,NA,3.219,1,4,1,2016-03-29,2016-04-21,23,"Portage"
"3803","D39",4,3.81,3.007,0.803,1.397,NA,NA,NA,NA,5.207,1,4,1,2016-03-29,2016-04-28,30,"Portage"
"3804","D39",6,16.708,5.628,11.08,12.82,NA,NA,NA,3.012,32.54,1,4,1,2016-03-29,2016-05-12,44,"Portage"
"3805","D39",7,13.034,1.804,11.23,15.54,NA,NA,3.291,NA,31.865,1,4,1,2016-03-29,2016-05-20,52,"Portage"
"3806","D39",8,18.213,3.653,14.56,26.46,NA,NA,13.105,NA,57.778,1,4,1,2016-03-29,2016-05-27,59,"Portage"
"3807","D39",9,28.63,NA,28.63,50.81,2.779,NA,71.45,NA,153.669,1,4,1,2016-03-29,2016-06-03,66,"Portage"
"3808","D39",10,5.87,NA,5.87,18.49,2.265,NA,58.58,NA,85.205,1,4,1,2016-03-29,2016-06-10,73,"Portage"
"3809","D39",11,4.62,0,4.62,39.6,4.45,NA,0,63.25,111.92,1,4,1,2016-03-29,2016-07-12,105,"Portage"
"3810","D4",5,4.757,2.277,2.48,2.082,NA,NA,NA,NA,6.839,1,3,1,2016-03-29,2016-05-05,37,"VAX1"
"3811","D4",6,13.375,6.155,7.22,7.86,NA,NA,NA,NA,21.235,1,3,1,2016-03-29,2016-05-12,44,"VAX1"
"3812","D4",10,19.15,NA,19.15,38.52,1.485,NA,51.94,NA,111.095,1,3,1,2016-03-29,2016-06-10,73,"VAX1"
"3813","D4",11,2.565,NA,2.565,35.25,2.033,0,NA,56.02,95.868,1,3,1,2016-03-29,2016-06-30,93,"VAX1"
"3814","D40",1,0.0756,0.0756,NA,0.015,NA,NA,NA,NA,0.0906,1,4,1,2016-03-29,2016-04-07,9,"Pv239"
"3815","D40",2,0.2286,0.2286,NA,0.0586,NA,NA,NA,NA,0.2872,1,4,1,2016-03-29,2016-04-14,16,"Pv239"
"3816","D40",3,0.756,0.599,0.157,0.239,NA,NA,NA,NA,0.995,1,4,1,2016-03-29,2016-04-21,23,"Pv239"
"3817","D40",4,3.307,2.982,0.325,1.468,NA,NA,NA,NA,4.775,1,4,1,2016-03-29,2016-04-28,30,"Pv239"
"3818","D40",5,7.691,3.471,4.22,5.611,NA,NA,NA,NA,13.302,1,4,1,2016-03-29,2016-05-05,37,"Pv239"
"3819","D40",6,10.042,2.832,7.21,5.73,NA,NA,NA,NA,15.772,1,4,1,2016-03-29,2016-05-12,44,"Pv239"
"3820","D40",7,14.11,1.08,13.03,12.66,NA,NA,0.102,NA,26.872,1,4,1,2016-03-29,2016-05-20,52,"Pv239"
"3821","D40",8,15.606,2.386,13.22,16.5,NA,NA,3.039,NA,35.145,1,4,1,2016-03-29,2016-05-27,59,"Pv239"
"3822","D40",9,19.69,NA,19.69,25.9,NA,NA,0.563,NA,46.153,1,4,1,2016-03-29,2016-06-03,66,"Pv239"
"3823","D40",10,38.91,NA,38.91,48.74,0,NA,5.304,NA,92.954,1,4,1,2016-03-29,2016-06-10,73,"Pv239"
"3824","D40",11,41.14,NA,41.14,94.1,NA,NA,NA,NA,135.24,1,4,1,2016-03-29,2016-07-12,105,"Pv239"
"3825","D41",1,0.3366,0.3366,NA,0.0818,NA,NA,NA,NA,0.4184,1,7,2,2016-05-04,2016-05-25,21,"Nautica"
"3826","D41",3,0.742,0.49,0.252,0.396,NA,NA,NA,NA,1.138,1,7,2,2016-05-04,2016-06-09,36,"Nautica"
"3827","D41",5,3.557,2.373,1.184,1.961,NA,NA,NA,NA,5.518,1,7,2,2016-05-04,2016-06-22,49,"Nautica"
"3828","D41",6,7.034,3.557,3.477,3.741,NA,NA,NA,NA,10.775,1,7,2,2016-05-04,2016-06-29,56,"Nautica"
"3829","D41",7,16.01,NA,16.01,11.72,NA,NA,0.587,NA,28.317,1,7,2,2016-05-04,2016-07-07,64,"Nautica"
"3830","D41",8,8.12,NA,8.12,9.75,NA,NA,NA,NA,17.87,1,7,2,2016-05-04,2016-07-13,70,"Nautica"
"3831","D41",9,3.982,NA,3.982,10.235,0,NA,0,NA,14.217,1,7,2,2016-05-04,2016-08-05,93,"Nautica"
"3832","D42",1,0.9093,0.8974,0.0119,0.2808,NA,NA,NA,NA,1.1901,1,5,2,2016-05-06,2016-05-25,19,"CDCWM2"
"3833","D42",2,1.97,1.1824,0.7876,1.3037,NA,NA,NA,NA,3.2737,1,5,2,2016-05-06,2016-06-02,27,"CDCWM2"
"3834","D42",3,2.3752,1.8589,0.5163,1.3486,NA,NA,NA,NA,3.7238,1,5,2,2016-05-06,2016-06-09,34,"CDCWM2"
"3835","D42",4,7,3.57,3.43,5.74,NA,NA,NA,NA,12.74,1,5,2,2016-05-06,2016-06-15,40,"CDCWM2"
"3836","D42",5,11.206,4.147,7.059,10.958,NA,NA,NA,NA,22.164,1,5,2,2016-05-06,2016-06-22,47,"CDCWM2"
"3837","D42",6,5.39,2.03,3.36,3.74,NA,NA,NA,NA,9.13,1,5,2,2016-05-06,2016-06-29,54,"CDCWM2"
"3838","D42",7,15.82,NA,15.82,24.37,NA,NA,4,NA,44.19,1,5,2,2016-05-06,2016-07-07,62,"CDCWM2"
"3839","D42",8,8.44,NA,8.44,15.71,0,2.7,NA,NA,26.85,1,5,2,2016-05-06,2016-07-13,68,"CDCWM2"
"3840","D43",1,0.526,0.526,NA,0.1046,NA,NA,NA,NA,0.6306,1,5,2,2016-05-06,2016-05-25,19,"OACRex"
"3841","D43",3,5.247,3.283,1.964,1.972,NA,NA,NA,NA,7.219,1,5,2,2016-05-06,2016-06-09,34,"OACRex"
"3842","D43",4,7.038,5.237,1.801,3.422,NA,NA,NA,NA,10.46,1,5,2,2016-05-06,2016-06-15,40,"OACRex"
"3843","D43",6,12.67,NA,12.67,11.47,NA,NA,1.7,NA,25.84,1,5,2,2016-05-06,2016-06-29,54,"OACRex"
"3844","D43",7,8.055,NA,8.055,10.537,NA,NA,0.042,NA,18.634,1,5,2,2016-05-06,2016-07-07,62,"OACRex"
"3845","D43",8,16.14,NA,16.14,25.24,0.91,6.52,NA,NA,48.81,1,5,2,2016-05-06,2016-07-13,68,"OACRex"
"3846","D44",1,0.697,0.697,NA,0.1776,NA,NA,NA,NA,0.8746,1,5,2,2016-05-06,2016-05-25,19,"AC compass"
"3847","D44",3,2.243,1.516,0.727,0.736,NA,NA,NA,NA,2.979,1,5,2,2016-05-06,2016-06-09,34,"AC compass"
"3848","D44",5,9.5,4.254,5.246,6.631,NA,NA,NA,0.272,16.403,1,5,2,2016-05-06,2016-06-22,47,"AC compass"
"3849","D44",6,15.24,NA,15.24,15.16,NA,NA,0.9,NA,31.3,1,5,2,2016-05-06,2016-06-29,54,"AC compass"
"3850","D44",7,58.06,NA,58.06,53.7,NA,NA,5.814,NA,117.574,1,5,2,2016-05-06,2016-07-07,62,"AC compass"
"3851","D44",8,10.68,NA,10.68,15.22,NA,NA,1.172,NA,27.072,1,5,2,2016-05-06,2016-07-13,68,"AC compass"
"3852","D44",9,18.62,NA,18.62,36.01,2.92,0,0,NA,57.55,1,5,2,2016-05-06,2016-08-05,91,"AC compass"
"3853","D45",1,0.8852,0.6847,0.2005,0.1835,NA,NA,NA,NA,1.0687,1,5,2,2016-05-06,2016-05-25,19,"Centa Pupil"
"3854","D45",2,2.2958,1.5695,0.7263,0.7165,NA,NA,NA,NA,3.0123,1,5,2,2016-05-06,2016-06-02,27,"Centa Pupil"
"3855","D45",3,1.635,1.296,0.339,0.555,NA,NA,NA,NA,2.19,1,5,2,2016-05-06,2016-06-09,34,"Centa Pupil"
"3856","D45",4,18.71,10.14,8.57,9.37,NA,NA,NA,NA,28.08,1,5,2,2016-05-06,2016-06-15,40,"Centa Pupil"
"3857","D45",5,12.794,4.799,7.995,9.229,NA,NA,NA,1.145,23.168,1,5,2,2016-05-06,2016-06-22,47,"Centa Pupil"
"3858","D45",6,10.43,NA,10.43,13.22,NA,NA,1.28,NA,24.93,1,5,2,2016-05-06,2016-06-29,54,"Centa Pupil"
"3859","D45",7,15.19,NA,15.19,19.55,0.055,NA,5.451,NA,40.246,1,5,2,2016-05-06,2016-07-07,62,"Centa Pupil"
"3860","D45",8,13.17,NA,13.17,24.89,1.168,NA,5.975,NA,45.203,1,5,2,2016-05-06,2016-07-13,68,"Centa Pupil"
"3861","D47",1,2.2699,1.655,0.6149,0.7032,NA,NA,NA,NA,2.9731,1,5,2,2016-05-06,2016-05-25,19,"Pv239"
"3862","D47",3,6.736,1.128,5.608,3.724,NA,NA,NA,NA,10.46,1,5,2,2016-05-06,2016-06-09,34,"Pv239"
"3863","D47",5,33.04,NA,33.04,30.8,NA,NA,NA,NA,63.84,1,5,2,2016-05-06,2016-06-22,47,"Pv239"
"3864","D47",6,30.95,NA,30.95,32.11,NA,NA,NA,NA,63.06,1,5,2,2016-05-06,2016-06-29,54,"Pv239"
"3865","D47",7,27.17,NA,27.17,40.16,NA,NA,NA,NA,67.33,1,5,2,2016-05-06,2016-07-07,62,"Pv239"
"3866","D47",9,27.4,NA,27.4,50.39,0,0,NA,0,77.79,1,5,2,2016-05-06,2016-08-05,91,"Pv239"
"3867","D48",1,1.4531,0.8418,0.6113,0.324,NA,NA,NA,NA,1.7771,1,5,2,2016-05-06,2016-05-25,19,"Tepary32"
"3868","D48",3,13.681,0.989,12.692,4.762,NA,NA,NA,NA,18.443,1,5,2,2016-05-06,2016-06-09,34,"Tepary32"
"3869","D48",4,28.36,2.13,26.23,18.68,NA,NA,NA,NA,47.04,1,5,2,2016-05-06,2016-06-15,40,"Tepary32"
"3870","D48",5,0,NA,NA,NA,NA,NA,NA,NA,105.67,1,5,2,2016-05-06,2016-06-22,47,"Tepary32"
"3871","D48",6,0,NA,NA,NA,NA,NA,NA,NA,127.92,1,5,2,2016-05-06,2016-06-29,54,"Tepary32"
"3872","D48",8,0,NA,NA,NA,NA,NA,NA,NA,182.7,1,5,2,2016-05-06,2016-07-13,68,"Tepary32"
"3873","D49",3,8.4,5.63,2.77,2.94,NA,NA,NA,NA,11.34,1,5,2,2016-05-06,2016-06-09,34,"VAX1"
"3874","D49",4,14.28,5.6,8.68,10.11,NA,NA,NA,NA,24.39,1,5,2,2016-05-06,2016-06-15,40,"VAX1"
"3875","D49",5,20.527,5.367,15.16,14.02,NA,NA,NA,NA,34.547,1,5,2,2016-05-06,2016-06-22,47,"VAX1"
"3876","D49",6,18.42,NA,18.42,25.66,0,0,0,NA,44.08,1,5,2,2016-05-06,2016-06-29,54,"VAX1"
"3877","D49",7,27.14,NA,27.14,23.85,NA,NA,0.082,NA,51.072,1,5,2,2016-05-06,2016-07-07,62,"VAX1"
"3878","D49",8,46.91,NA,46.91,79.92,0.553,NA,NA,2.389,129.772,1,5,2,2016-05-06,2016-07-13,68,"VAX1"
"3879","D49",9,33.5,NA,33.5,93.66,0,0,0,NA,127.16,1,5,2,2016-05-06,2016-08-05,91,"VAX1"
"3880","D5",1,0.0648,0.0648,NA,0.0084,NA,NA,NA,NA,0.0732,1,3,1,2016-03-29,2016-04-07,9,"Avalanche"
"3881","D5",2,0.5395,0.5336,0.0059,0.0676,NA,NA,NA,NA,0.6071,1,3,1,2016-03-29,2016-04-14,16,"Avalanche"
"3882","D5",3,1.26,1.227,0.033,0.29,NA,NA,NA,NA,1.55,1,3,1,2016-03-29,2016-04-21,23,"Avalanche"
"3883","D5",4,4.675,3.357,1.318,1.756,NA,NA,NA,NA,6.431,1,3,1,2016-03-29,2016-04-28,30,"Avalanche"
"3884","D5",5,10.899,4.957,5.942,4.058,NA,NA,NA,NA,14.957,1,3,1,2016-03-29,2016-05-05,37,"Avalanche"
"3885","D5",6,12.754,5.554,7.2,5.32,NA,NA,NA,NA,18.074,1,3,1,2016-03-29,2016-05-12,44,"Avalanche"
"3886","D5",7,17.245,5.855,11.39,16.77,NA,NA,3.923,NA,37.938,1,3,1,2016-03-29,2016-05-20,52,"Avalanche"
"3887","D5",8,13.7,2.26,11.44,22.23,NA,NA,6.781,NA,42.711,1,3,1,2016-03-29,2016-05-27,59,"Avalanche"
"3888","D5",9,18.55,NA,18.55,26.68,0.346,NA,34.569,NA,80.145,1,3,1,2016-03-29,2016-06-03,66,"Avalanche"
"3889","D5",10,11.85,NA,11.85,23.69,NA,NA,30.17,NA,65.71,1,3,1,2016-03-29,2016-06-10,73,"Avalanche"
"3890","D5",11,0.191,NA,0.191,19.468,0,0,NA,42.81,62.469,1,3,1,2016-03-29,2016-06-30,93,"Avalanche"
"3891","D50",1,1.967,1.967,NA,0.5187,NA,NA,NA,NA,2.4857,1,5,2,2016-05-06,2016-05-25,19,"Pv230"
"3892","D50",2,3.4111,2.707,0.7041,1.8374,NA,NA,NA,NA,5.2485,1,5,2,2016-05-06,2016-06-02,27,"Pv230"
"3893","D50",3,10.03,3,7.03,6.17,NA,NA,NA,NA,16.2,1,5,2,2016-05-06,2016-06-09,34,"Pv230"
"3894","D50",4,13.26,4.38,8.88,11.89,NA,NA,1.25,NA,26.4,1,5,2,2016-05-06,2016-06-15,40,"Pv230"
"3895","D50",5,8.919,1.926,6.993,11.55,NA,NA,0.695,NA,21.164,1,5,2,2016-05-06,2016-06-22,47,"Pv230"
"3896","D50",6,17.61,NA,17.61,17.11,NA,NA,2.323,NA,37.043,1,5,2,2016-05-06,2016-06-29,54,"Pv230"
"3897","D50",7,15.09,NA,15.09,27.3,NA,NA,7.069,NA,49.459,1,5,2,2016-05-06,2016-07-07,62,"Pv230"
"3898","D50",8,12.02,NA,12.02,33.58,1.828,NA,8.52,NA,55.948,1,5,2,2016-05-06,2016-07-13,68,"Pv230"
"3899","D50",11,0.11,NA,0.11,32.28,8.503,1.895,1.68,NA,44.468,1,5,2,2016-05-06,2016-07-21,76,"Pv230"
"3900","D52",1,0.4261,0.4261,NA,0.0623,NA,NA,NA,NA,0.4884,1,5,2,2016-05-06,2016-05-25,19,"Portage"
"3901","D52",3,5.931,3.753,2.178,2.292,NA,NA,NA,NA,8.223,1,5,2,2016-05-06,2016-06-09,34,"Portage"
"3902","D52",4,7.102,3.088,4.014,5.626,NA,NA,NA,NA,12.728,1,5,2,2016-05-06,2016-06-15,40,"Portage"
"3903","D52",6,15.75,NA,15.75,18.24,NA,NA,1.38,NA,35.37,1,5,2,2016-05-06,2016-06-29,54,"Portage"
"3904","D52",7,32.3,NA,32.3,34.24,0.03,NA,13.735,NA,80.305,1,5,2,2016-05-06,2016-07-07,62,"Portage"
"3905","D52",8,19.52,NA,19.52,39.35,0.47,4.87,NA,12.65,76.86,1,5,2,2016-05-06,2016-07-13,68,"Portage"
"3906","D53",1,0.0911,0.0911,NA,0.1297,NA,NA,NA,NA,0.2208,1,5,2,2016-05-06,2016-05-25,19,"Vista"
"3907","D53",2,2.3834,1.7711,0.6123,0.792,NA,NA,NA,NA,3.1754,1,5,2,2016-05-06,2016-06-02,27,"Vista"
"3908","D53",3,5.525,2.24,3.285,2.451,NA,NA,NA,NA,7.976,1,5,2,2016-05-06,2016-06-09,34,"Vista"
"3909","D53",4,5.726,3.566,2.16,3.224,NA,NA,NA,NA,8.95,1,5,2,2016-05-06,2016-06-15,40,"Vista"
"3910","D53",5,13.5255,NA,13.5255,13.6815,NA,NA,NA,0.147,27.354,1,5,2,2016-05-06,2016-06-22,47,"Vista"
"3911","D53",6,26.8,NA,26.8,18.76,NA,NA,1.052,NA,46.612,1,5,2,2016-05-06,2016-06-29,54,"Vista"
"3912","D53",7,47.27,NA,47.27,44.06,NA,NA,1.326,NA,92.656,1,5,2,2016-05-06,2016-07-07,62,"Vista"
"3913","D53",8,23.39,NA,23.39,47.8,NA,NA,0.189,NA,71.379,1,5,2,2016-05-06,2016-07-13,68,"Vista"
"3914","D54",1,1.1402,1.1402,NA,0.2173,NA,NA,NA,NA,1.3575,1,5,2,2016-05-06,2016-05-25,19,"Avalanche"
"3915","D54",2,5.14,2.72,2.42,2.52,0,NA,0,NA,7.66,1,5,2,2016-05-06,2016-06-02,27,"Avalanche"
"3916","D54",3,5.8,0.75,5.05,2.04,NA,NA,NA,NA,7.84,1,5,2,2016-05-06,2016-06-09,34,"Avalanche"
"3917","D54",4,12.461,4.301,8.16,9.677,NA,NA,NA,NA,22.138,1,5,2,2016-05-06,2016-06-15,40,"Avalanche"
"3918","D54",5,13.92,NA,13.92,16.9,NA,NA,NA,NA,30.82,1,5,2,2016-05-06,2016-06-22,47,"Avalanche"
"3919","D54",6,20.71,NA,20.71,30.31,NA,NA,1.42,NA,52.44,1,5,2,2016-05-06,2016-06-29,54,"Avalanche"
"3920","D54",7,37.89,NA,37.89,49.51,NA,NA,1.35,NA,88.75,1,5,2,2016-05-06,2016-07-07,62,"Avalanche"
"3921","D54",8,12.87,NA,12.87,28.84,0.94,1.96,NA,NA,44.61,1,5,2,2016-05-06,2016-07-13,68,"Avalanche"
"3922","D54",9,9.05,NA,9.05,34.37,1.261,NA,NA,2.68,47.361,1,5,2,2016-05-06,2016-08-05,91,"Avalanche"
"3923","D55",1,1.5075,1.4566,0.0509,0.3398,NA,NA,NA,NA,1.8473,1,5,2,2016-05-06,2016-05-25,19,"Expresso"
"3924","D55",2,5.009,4.004,1.005,2.057,0,NA,0,NA,7.066,1,5,2,2016-05-06,2016-06-02,27,"Expresso"
"3925","D55",3,9.38,2.605,6.775,4.697,NA,NA,NA,NA,14.077,1,5,2,2016-05-06,2016-06-09,34,"Expresso"
"3926","D55",5,17.7,2.889,14.811,14.569,NA,NA,NA,NA,32.269,1,5,2,2016-05-06,2016-06-22,47,"Expresso"
"3927","D55",6,10.03,3.13,6.9,15.3,NA,NA,1.23,NA,26.56,1,5,2,2016-05-06,2016-06-29,54,"Expresso"
"3928","D55",7,6,NA,6,13.86,NA,NA,0.261,NA,20.121,1,5,2,2016-05-06,2016-07-07,62,"Expresso"
"3929","D55",8,5.94,NA,5.94,29.6,1.82,0.77,NA,NA,38.13,1,5,2,2016-05-06,2016-07-13,68,"Expresso"
"3930","D56",1,0.6187,0.6187,NA,0.137,NA,NA,NA,NA,0.7557,1,5,2,2016-05-06,2016-05-25,19,"Envoy"
"3931","D56",2,4.21,2.552,1.658,2.473,0,NA,0,NA,6.683,1,5,2,2016-05-06,2016-06-02,27,"Envoy"
"3932","D56",3,3.282,1.407,1.875,2.646,NA,NA,NA,NA,5.928,1,5,2,2016-05-06,2016-06-09,34,"Envoy"
"3933","D56",5,14.073,1.955,12.118,11.525,NA,NA,NA,0,25.598,1,5,2,2016-05-06,2016-06-22,47,"Envoy"
"3934","D56",6,13.24,NA,13.24,13.64,NA,NA,0.031,NA,26.911,1,5,2,2016-05-06,2016-06-29,54,"Envoy"
"3935","D56",7,17.07,NA,17.07,32.52,NA,NA,0.576,NA,50.166,1,5,2,2016-05-06,2016-07-07,62,"Envoy"
"3936","D56",8,14.54,NA,14.54,26.83,0.248,NA,0.226,NA,41.844,1,5,2,2016-05-06,2016-07-13,68,"Envoy"
"3937","D56",9,0.783,NA,0.783,14.023,NA,NA,NA,NA,14.806,1,5,2,2016-05-06,2016-08-05,91,"Envoy"
"3938","D58",1,0.859,0.859,NA,0.1941,NA,NA,NA,NA,1.0531,1,5,2,2016-05-06,2016-05-25,19,"Navigator"
"3939","D58",3,2.747,1.881,0.866,1.299,NA,NA,NA,NA,4.046,1,5,2,2016-05-06,2016-06-09,34,"Navigator"
"3940","D58",4,8.29,4.03,4.26,5.43,NA,NA,NA,NA,13.72,1,5,2,2016-05-06,2016-06-15,40,"Navigator"
"3941","D58",6,19.84,NA,19.84,23.5,NA,NA,2.4,NA,45.74,1,5,2,2016-05-06,2016-06-29,54,"Navigator"
"3942","D58",7,13.41,NA,13.41,22.5,1.26,NA,6.152,NA,43.322,1,5,2,2016-05-06,2016-07-07,62,"Navigator"
"3943","D58",8,3.87,NA,3.87,19.3,2.67,0,4.156,NA,29.996,1,5,2,2016-05-06,2016-07-13,68,"Navigator"
"3944","D58",11,1.14,NA,1.14,26.75,3.34,0.174,NA,2.96,34.364,1,5,2,2016-05-06,2016-07-28,83,"Navigator"
"3945","D59",1,0.4177,0.3095,0.1082,0.1135,NA,NA,NA,NA,0.5312,1,5,2,2016-05-06,2016-05-25,19,"Tepary22"
"3946","D59",3,2.575,1.046,1.529,1.698,NA,NA,NA,NA,4.273,1,5,2,2016-05-06,2016-06-09,34,"Tepary22"
"3947","D59",5,0,NA,NA,NA,NA,NA,NA,NA,26.16,1,5,2,2016-05-06,2016-06-22,47,"Tepary22"
"3948","D59",6,0,NA,NA,NA,NA,NA,NA,NA,25.09,1,5,2,2016-05-06,2016-06-29,54,"Tepary22"
"3949","D59",7,0,NA,NA,24.68,2.07,27.63,NA,NA,54.38,1,5,2,2016-05-06,2016-07-07,62,"Tepary22"
