HNO,plot,Code,cm^2,STDEV,Perimeter,Circ,,Round,Solidity,Lengths (cm) or Major,Minor,Angle,Length 2 cm
H1,24,PL1,21.943,0.624,,,,,,,,,
H1,24,PL2,21.795,0.03,,,,,,,,,
H1,24,STEM,2.257,0,,,,,,,,,
H2,24,PL1,22.634,0.223,,,,,,,,,
H2,24,PL2,21.664,1.545,,,,,,,,,
H2,24,V1,41.625,1.521,,,,,,,,,
H2,24,V2,13.641,0.48,,,,,,,,,
H2,24,V3,0.791,0,,,,,,,,,
H2,24,STEM,4.909,2.051,,,,,,,,,
H3,24,PL1,20.115,0.368,,,,,,,,,
H3,24,PL2,17.033,0.751,,,,,,,,,
H3,24,V1,68.711,0.518,,,,,,,,,
H3,24,V2,122.209,2.86,,,,,,,,,
H3,24,V3,39.461,1.625,,,,,,,,,
H3,24,V4,8.299,2.538,,,,,,,,,
H3,24,V5,0.811,0.357,,,,,,,,,
H3,24,STEM,12.403,0.926,,,,,,,,,
H3,24,B1,2.443,0.336,,,,,,,,,
H4,24,PL1,36.434,2.492,,,,,,,,,
H4,24,PL2,25.739,1.424,,,,,,,,,
H4,24,V1,160.084,1.211,,,,,,,,,
H4,24,V2,113.67,2.662,,,,,,,,,
H4,24,V3,79.362,3.553,,,,,,,,,
H4,24,V4,172.397,0.907,,,,,,,,,
H4,24,V5,213.871,0.566,,,,,,,,,
H4,24,V6,172.789,2.544,,,,,,,,,
H4,24,V7,54.875,7.709,,,,,,,,,
H4,24,V8,8.306,0.212,,,,,,,,,
H4,24,V9,1.083,0,,,,,,,,,
H4,24,STEM,91.058,17.841,,,,,,,,,
H4,24,B1,168.493,4.4,,,,,,,,,
H4,24,B2,57.312,8.04,,,,,,,,,
H4,24,B3,99.863,1.321,,,,,,,,,
H4,24,B4,56.577,2.545,,,,,,,,,
H4,24,B5,5.191,1.361,,,,,,,,,
H4,24,B6,142.144,0.362,,,,,,,,,
H4,24,B7,111.242,1.003,,,,,,,,,
H4,24,B8,51.239,4.02,,,,,,,,,
H4,24,B9,29.449,3.878,,,,,,,,,
H4,24,B10,4.644,1.636,,,,,,,,,
H4,24,B11,3.28,3.84,,,,,,,,,
H4,24,B12,2.828,2.779,,,,,,,,,
H4,24,B13,1.065,0,,,,,,,,,
H4,24,B14,0.698,0,,,,,,,,,
H4,24,B15,0.701,0.946,,,,,,,,,
H4,24,B16,0.54,0.678,,,,,,,,,
H5,24,PL1,26.011,0.687,,,,,,,,,
H5,24,PL2,26.409,0.275,,,,,,,,,
H5,24,V1,232.074,13.887,,,,,,,,,
H5,24,V2,258.648,5.69,,,,,,,,,
H5,24,V3,252.583,3.769,,,,,,,,,
H5,24,V4,189.966,2.793,,,,,,,,,
H5,24,V5,113.785,2.433,,,,,,,,,
H5,24,V6,41.861,0.178,,,,,,,,,
H5,24,V7,163.705,4.846,,,,,,,,,
H5,24,V8,145.585,3.101,,,,,,,,,
H5,24,V9,81.649,1.971,,,,,,,,,
H5,24,V10,9.25,6.822,,,,,,,,,
H5,24,V11,0.974,0,,,,,,,,,
H5,24,V12,0.943,0,,,,,,,,,
H5,24,B1,93.364,9.62,,,,,,,,,
H5,24,B2,90.928,0.465,,,,,,,,,
H5,24,B3,77.434,0.924,,,,,,,,,
H5,24,B4,113.146,1.943,,,,,,,,,
H5,24,B5,151.451,6.688,,,,,,,,,
H5,24,B6,178.478,2.46,,,,,,,,,
H5,24,B7,260.849,5.637,,,,,,,,,
H5,24,B8,152.512,0.748,,,,,,,,,
H5,24,B9,66.052,2.58,,,,,,,,,
H5,24,B10,38.936,5.984,,,,,,,,,
H5,24,B11,6.22,9.165,,,,,,,,,
H5,24,B12,75.495,5.907,,,,,,,,,
H5,24,B13,230.883,0.585,,,,,,,,,
H5,24,B14,11.875,3.284,,,,,,,,,
H5,24,B15,9.408,1.012,,,,,,,,,
H5,24,B16,26.061,7.653,,,,,,,,,
H5,24,B17,146.03,5.325,,,,,,,,,
H5,24,B18,108.851,6.57,,,,,,,,,
H5,24,B19,9.859,5.286,,,,,,,,,
H5,24,B20,2.241,0,,,,,,,,,
H5,24,B21,1.311,0.756,,,,,,,,,
H5,24,B22,0.816,1.021,,,,,,,,,
H5,24,B23,29.71,,,,,,,,,,
H5,24,B24,9.029,,,,,,,,,,
H5,24,STEM,250.075,14.519,430.358,0.017,,0.627,0.474,,,,
H7,24,B1,171.317,1.728,94.53,0.241,,0.773,NaN,,,,
H7,24,B2,47.997,9.67,47.865,0.263,,0.783,0.77,,,,
H7,24,B3,190.209,1.462,80.079,0.373,,0.896,0.778,,,,
H7,24,B4,1.614,2.317,9.642,0.218,,0.891,0.786,,,,
H7,24,B5,186.964,0.94,81.435,0.354,,0.922,0.74,,,,
H7,24,B6,10.911,1.273,19.369,0.365,,0.841,0.788,,,,
H7,24,B7,59.093,0.677,39.929,0.466,,0.528,0.789,,,,
H7,24,B8,180.866,0.866,80.413,0.351,,0.843,0.725,,,,
H7,24,B9,135.679,7.998,74.352,0.308,,0.858,0.758,,,,
H7,24,B10,135.85,5.037,66.542,0.386,,0.911,0.789,,,,
H7,24,B11,10.394,0.652,17.786,0.413,,0.893,0.78,,,,
H7,24,B12,117.316,1.187,144.78,0.07,,0.785,0.67,,,,
H7,24,B13,2.458,0.832,7.265,0.585,,0.921,0.922,,,,
H7,24,B14,148.794,2.082,78.347,0.305,,0.908,0.71,,,,
H7,24,B15,79.812,0.75,75.636,0.175,,0.804,0.717,,,,
H7,24,B16,178.436,1.975,71.597,0.437,,0.878,0.804,,,,
H7,24,B17,130.14,2.078,68.212,0.351,,0.872,0.832,,,,
H7,24,B18,40.673,0.353,32.776,0.476,,0.817,0.813,,,,
H7,24,B19,50.054,0.858,37.3,0.452,,0.876,0.813,,,,
H7,24,B20,81.118,2.556,59.659,0.286,,0.577,0.718,,,,
H7,24,B21,61.718,8.27,54.356,0.263,,0.832,0.719,,,,
H7,24,B22,105.1,14.859,61.081,0.354,,0.906,0.777,,,,
H7,24,B23,48.179,1.574,37.493,0.431,,0.989,0.864,,,,
H7,24,B24,137.692,6.286,68.787,0.366,,0.812,0.834,,,,
H7,24,B25,186.437,3.84,103.155,0.22,,0.876,0.71,,,,
H7,24,B26,13.363,4.95,19.855,0.426,,0.747,0.823,,,,
H7,24,B27,13.95,1.53,19.596,0.457,,0.721,0.807,,,,
H7,24,B28,113.746,0.41,60.497,0.391,,0.94,0.822,,,,
H7,24,B29,112.035,1.757,62.644,0.359,,0.803,0.847,,,,
H7,24,B30,217.626,3.235,90.869,0.331,,0.955,0.766,,,,
H7,24,B31,158.58,0.858,81.94,0.297,,0.841,0.726,,,,
H7,24,B32,13.22,2.245,19.98,0.416,,0.828,0.809,,,,
H7,24,B33,15.671,2.858,26.436,0.282,,0.783,0.703,,,,
H7,24,B34,9.365,7.429,14.732,0.542,,0.771,0.897,,,,
H7,24,B35,20.612,0,20.202,0.635,,0.725,0.933,,,,
H7,24,B36,4.33E-04,0,0.059,1,,1,1,,,,
H7,24,B37,9.592,1.527,18.349,0.358,,0.642,0.796,,,,
H7,24,B38,12.293,1.465,22.806,0.297,,0.501,0.649,,,,
H7,24,B39,1.337,2.134,7.045,0.339,,0.868,0.805,,,,
H7,24,B40,54.601,7.569,40.989,0.408,,0.893,0.875,,,,
H7,24,B41,1.11,0.793,7.649,0.238,,0.399,0.781,,,,
H7,24,B42,108.817,2.484,51.806,0.51,,0.927,0.878,,,,
H7,24,B43,134.282,0.402,92.029,0.199,,0.753,0.745,,,,
H7,24,B44,59.876,1.375,57.135,0.23,,0.82,0.76,,,,
H7,24,B45,17.014,0.307,27.002,0.293,,0.724,0.731,,,,
H7,24,B46,22.523,2.544,24.277,0.48,,0.689,0.922,,,,
H7,24,B47,19.912,2.493,20.511,0.595,,0.702,0.901,,,,
H7,24,B48,6.797,0.873,16.167,0.327,,0.819,0.713,,,,
H7,24,B49,83.342,0.494,55.259,0.343,,0.757,0.783,,,,
H7,24,B50,109.983,1.281,85.786,0.188,,0.767,0.679,,,,
H7,24,B51,122.834,0.599,92.431,0.181,,0.86,0.702,,,,
H7,24,B52,144.18,2.506,69.488,0.375,,0.96,0.833,,,,
H7,24,B53,201.329,10.391,91.25,0.304,,0.926,0.72,,,,
H7,24,B54,57.532,4.624,49.476,0.295,,0.771,0.706,,,,
H7,24,B55,112.515,2.778,60.291,0.389,,0.907,0.801,,,,
H7,24,B56,2.171,1.311,8.931,0.342,,0.716,0.77,,,,
H7,24,B57,56.088,0.694,59.458,0.199,,0.825,0.664,,,,
H7,24,B58,1.254,0.702,5.638,0.496,,0.944,0.81,,,,
H7,24,B59,141.421,8.406,87.124,0.234,,0.975,0.793,,,,
H7,24,B60,98.461,0.509,79.407,0.196,,0.905,0.713,,,,
H7,24,B61,67.761,1.033,48.043,0.369,,0.824,0.751,,,,
H7,24,B62,146.689,1.475,82.568,0.27,,0.753,0.758,,,,
H7,24,B63,22.51,7.46,29.84,0.318,,0.722,0.72,,,,
H7,24,B64,7.546,0.714,14.475,0.453,,0.6,0.895,,,,
H7,24,P1,,,,,,,,2.741,,,
H7,24,P2,,,,,,,,6.358,,,
H7,24,P3,,,,,,,,4.689,,,
H7,24,P4,,,,,,,,5.864,,,
H7,24,P5,,,,,,,,6.323,,,
H7,24,P6,,,,,,,,6.748,,,
H7,24,P7,,,,,,,,8.907,,,
H7,24,P8,,,,,,,,7.326,,,
H7,24,P9,,,,,,,,8.933,,,
H7,24,P10,,,,,,,,7.829,,,
H7,24,P11,,,,,,,,3.333,,,
H7,24,P12,,,,,,,,1.714,,,
H7,24,P13,,,,,,,,2.12,,,
H7,24,P14,,,,,,,,3.662,,,
H7,24,P15,,,,,,,,2.031,,,
H7,24,P16,,,,,,,,4.955,,,
H7,24,P17,,,,,,,,4.066,,,
H7,24,P18,,,,,,,,4.508,,,
H7,24,P19,,,,,,,,3.516,,,
H7,24,P20,,,,,,,,3.239,,,
H7,24,P21,,,,,,,,2.487,,,
H7,24,P22,,,,,,,,4.868,,,
H7,24,P23,,,,,,,,6.632,,,
H7,24,P24,,,,,,,,6.833,,,
H7,24,P25,,,,,,,,6.532,,,
H7,24,P26,,,,,,,,6.43,,,
H7,24,P27,,,,,,,,8.01,,,
H7,24,P28,,,,,,,,6.654,,,
H7,24,P29,,,,,,,,8.075,,,
H7,24,MSLength,,,,,,,,130.595,,,
H8,24,PL1,41.152,4.402,43.774,0.27,,0.642,0.856,,,,
H8,24,V1,184.419,3.009,87.958,0.3,,0.797,0.805,,,,
H8,24,V2,102.051,0.672,70.532,0.258,,0.882,0.738,,,,
H8,24,V3,71.412,2.558,51.822,0.334,,0.94,0.789,,,,
H8,24,V4,8.03,0.838,16.874,0.354,,0.757,0.728,,,,
H8,24,B1,34.287,,,,,,,,,,
H8,24,B2,54.543,,,,,,,,,,
H8,24,B3,3.803,,,,,,,,,,
H8,24,B4,82.647,,,,,,,,,,
H8,24,B5,42.751,,,,,,,,,,
H8,24,B6,63.317,,,,,,,,,,
H8,24,B7,47.417,,,,,,,,,,
H8,24,B8,146.704,,,,,,,,,,
H8,24,B9,90.386,,,,,,,,,,
H8,24,B10,59.571,,,,,,,,,,
H8,24,B11,51.366,,,,,,,,,,
H8,24,B12,98.16,,,,,,,,,,
H8,24,B13,85.04,,,,,,,,,,
H8,24,B14,39.391,,,,,,,,,,
H8,24,B15,18.118,,,,,,,,,,
H8,24,B16,3.841,,,,,,,,,,
H8,24,B17,19.848,,,,,,,,,,
H8,24,B18,65.097,,,,,,,,,,
H8,24,B19,17.933,,,,,,,,,,
H8,24,B20,31.172,,,,,,,,,,
H8,24,B21,31.121,,,,,,,,,,
H8,24,B22,44.607,,,,,,,,,,
H8,24,B23,68.973,,,,,,,,,,
H8,24,B24,89.974,,,,,,,,,,
H8,24,B25,62.806,,,,,,,,,,
H8,24,B26,106.819,,,,,,,,,,
H8,24,B27,100.101,,,,,,,,,,
H8,24,B28,155.194,,,,,,,,,,
H8,24,B29,108.253,,,,,,,,,,
H8,24,B30,52.013,,,,,,,,,,
H8,24,B31,27.685,,,,,,,,,,
H8,24,B32,73.39,,,,,,,,,,
H8,24,B33,95.439,,,,,,,,,,
H8,24,B34,32.475,,,,,,,,,,
H8,24,B35,15.672,,,,,,,,,,
H8,24,B36,7.04E-04,,,,,,,,,,
H8,24,B37,231.11,,,,,,,,,,
H8,24,B38,40.105,,,,,,,,,,
H8,24,B39,43.768,,,,,,,,,,
H8,24,B40,40.126,,,,,,,,,,
H8,24,B41,219.95,,,,,,,,,,
H8,24,B42,120.185,,,,,,,,,,
H8,24,B43,251.559,,,,,,,,,,
H8,24,B44,110.568,,,,,,,,,,
H8,24,B45,150.692,,,,,,,,,,
H8,24,B46,22.672,,,,,,,,,,
H8,24,B47,132.77,,,,,,,,,,
H8,24,B48,215.406,,,,,,,,,,
H8,24,B49,170.734,,,,,,,,,,
H8,24,B50,56.067,,,,,,,,,,
H8,24,B51,89.392,,,,,,,,,,
H8,24,B52,406.779,,,,,,,,,,
H8,24,B53,139.664,,,,,,,,,,
H8,24,B54,91.155,,,,,,,,,,
H8,24,B55,20.559,,,,,,,,,,
H8,24,B56,21.631,,,,,,,,,,
H8,24,B57,251.655,,,,,,,,,,
H8,24,B58,10.261,,,,,,,,,,
H8,24,B59,54.109,,,,,,,,,,
H8,24,B60,24.957,,,,,,,,,,
H8,24,B61,12.936,,,,,,,,,,
H8,24,B62,27.235,,,,,,,,,,
H8,24,B63,6.931,,,,,,,,,,
H8,24,B64,8.971,,,,,,,,,,
H8,24,B65,44.306,,,,,,,,,,
H8,24,B66,5.162,,,,,,,,,,
H8,24,B67,4.223,,,,,,,,,,
H8,24,B68,16.11,,,,,,,,,,
H8,24,B69,18.644,,,,,,,,,,
H8,24,B70,78.729,,,,,,,,,,
H8,24,B71,12.359,,,,,,,,,,
H8,24,B72,6.859,,,,,,,,,,
H8,24,B73,2.494,,,,,,,,,,
H8,24,B74,16.602,,,,,,,,,,
H8,24,B75,63.672,,,,,,,,,,
H8,24,B76,78.289,,,,,,,,,,
H8,24,B77,9.706,,,,,,,,,,
H8,24,B78,13.111,,,,,,,,,,
H8,24,B79,7.659,,,,,,,,,,
H8,24,B80,136.293,,,,,,,,,,
H8,24,B81,22.416,,,,,,,,,,
H8,24,B82,22.077,,,,,,,,,,
H8,24,B83,28.666,,,,,,,,,,
H8,24,B84,6.525,,,,,,,,,,
H8,24,B85,26.679,,,,,,,,,,
H8,24,B86,4.296,,,,,,,,,,
H8,24,B87,17.248,,,,,,,,,,
H8,24,B88,113.795,,,,,,,,,,
H8,24,B89,3.81,,,,,,,,,,
H8,24,B90,1.733,,,,,,,,,,
H8,24,B91,15.619,,,,,,,,,,
H8,24,B92,6.002,,,,,,,,,,
H8,24,B93,4.516,,,,,,,,,,
H8,24,B94,8.111,,,,,,,,,,
H8,24,B95,5.152,,,,,,,,,,
H8,24,B96,5.389,,,,,,,,,,
H8,24,B97,2.509,,,,,,,,,,
H8,24,B98,3.387,,,,,,,,,,
H8,24,B99,0.997,,,,,,,,,,
H8,24,B100,6.245,,,,,,,,,,
H8,24,B101,6.138,,,,,,,,,,
H8,24,B102,57.839,,,,,,,,,,
H8,24,B103,18.806,,,,,,,,,,
H8,24,B104,3.758,,,,,,,,,,
H8,24,B105,10.939,,,,,,,,,,
H8,24,B106,1.689,,,,,,,,,,
H8,24,B107,7.065,,,,,,,,,,
H8,24,B108,2.303,,,,,,,,,,
H8,24,B109,67.018,,,,,,,,,,
H8,24,B110,206.568,,,,,,,,,,
H8,24,B111,158.317,,,,,,,,,,
H8,24,B112,27.782,,,,,,,,,,
H8,24,B113,10.851,,,,,,,,,,
H8,24,B114,7.57,,,,,,,,,,
H8,24,B115,50.489,,,,,,,,,,
H8,24,B116,69.733,,,,,,,,,,
H8,24,B117,18.262,,,,,,,,,,
H8,24,B118,31.907,,,,,,,,,,
H8,24,B119,21.718,,,,,,,,,,
H8,24,MSLength,,,,,,,,59.947,,,
H8,24,P1,,,,,,,,6.19,,,
H8,24,P2,,,,,,,,5.713,,,
H8,24,P3,,,,,,,,5.284,,,
H8,24,P4,,,,,,,,8.26,,,
H8,24,P5,,,,,,,,6.039,,,
H8,24,P6,,,,,,,,6.498,,,
H8,24,P7,,,,,,,,6.21,,,
H8,24,P8,,,,,,,,7.006,,,
H8,24,P9,,,,,,,,5.849,,,
H8,24,P10,,,,,,,,6.75,,,
H8,24,P11,,,,,,,,7.372,,,
H8,24,P12,,,,,,,,7.759,,,
H8,24,P13,,,,,,,,7.238,,,
H8,24,P14,,,,,,,,8.15,,,
H8,24,P15,,,,,,,,8.604,,,
H8,24,P16,,,,,,,,5.13,,,
H8,24,P17,,,,,,,,2.796,,,
H8,24,P18,,,,,,,,3.859,,,
H8,24,P19,,,,,,,,5.79,,,
H8,24,P20,,,,,,,,3.105,,,
H8,24,P21,,,,,,,,4.076,,,
H8,24,P22,,,,,,,,5.008,,,
H8,24,P23,,,,,,,,5.584,,,
H8,24,P24,,,,,,,,6.016,,,
H8,24,P25,,,,,,,,7.439,,,
H8,24,P26,,,,,,,,6.978,,,
H8,24,P27,,,,,,,,5.105,,,
H8,24,P28,,,,,,,,5.268,,,
H8,24,P29,,,,,,,,6.38,,,
H8,24,P30,,,,,,,,6.925,,,
H8,24,P31,,,,,,,,4.768,,,
H8,24,P32,,,,,,,,6.217,,,
H8,24,P33,,,,,,,,3.385,,,
H8,24,P34,,,,,,,,3.946,,,
H8,24,P35,,,,,,,,3.942,,,
H8,24,P36,,,,,,,,4.053,,,
H8,24,P37,,,,,,,,3.415,,,
H8,24,P38,,,,,,,,7.266,,,
H8,24,P39,,,,,,,,5.046,,,
H8,24,P40,,,,,,,,4.223,,,
H8,24,P41,,,,,,,,4.092,,,
H8,24,P42,,,,,,,,3.003,,,
H8,24,P43,,,,,,,,2.199,,,
H8,24,P44,,,,,,,,2.553,,,
H8,24,P45,,,,,,,,3.46,,,
H8,24,P46,,,,,,,,1.869,,,
H8,24,P47,,,,,,,,3.089,,,
H8,24,P48,,,,,,,,2.642,,,
H8,24,P49,,,,,,,,1.111,,,
H8,24,P50,,,,,,,,1.686,,,
H8,24,P51,,,,,,,,1.82,,,
H8,24,P52,,,,,,,,2.24,,,
H8,24,P53,,,,,,,,2.201,,,
H8,24,P54,,,,,,,,4.534,,,
H8,24,P55,,,,,,,,2.991,,,
H8,24,P56,,,,,,,,1.872,,,
H8,24,P57,,,,,,,,6.946,,,
H8,24,P58,,,,,,,,6.984,,,
H8,24,P59,,,,,,,,6.621,,,
H8,24,P60,,,,,,,,6.089,,,
H8,24,P61,,,,,,,,2.243,,,
FH,24,PCI1,5.555,,17.838,,,,,6.477,1.092,97.246,
FH,24,PCI2,10.104,,24.194,,,,,8.531,1.508,94.234,
FH,24,PCI3,8.864,,20.352,,,,,7.377,1.53,98.713,
FH,24,PCI4,9.6,,20.96,,,,,8.271,1.478,99.536,
FH,24,PCI5,8.617,,19.702,,,,,7.353,1.492,84.347,
FH,24,PCI6,10.353,,24.907,,,,,8.735,1.509,86.649,
FH,24,PCI7,5.096,,14.696,,,,,5.315,1.221,76.983,
FH,24,PCI8,5.309,,14.709,,,,,5.023,1.346,70.389,
FH,24,PCI9,11.238,,22.237,,,,,9.328,1.534,60.899,
FH,24,PCI10,8.161,,18.774,,,,,7.339,1.416,101.54,
FH,24,PCI11,5.136,,12.907,,,,,5.159,1.268,105.105,
FH,24,PCI12,8.118,,22.129,,,,,7.363,1.404,94.649,
FH,24,PCI13,6.486,,16.246,,,,,6.303,1.31,116.853,
FH,24,PCI14,5.107,,15.026,,,,,5.559,1.17,116.908,
FH,24,PCI15,10.296,,22.134,,,,,8.3,1.579,108.299,
FH,24,PCI16,10.199,,20.771,,,,,8.566,1.516,110.207,
FH,24,PCI17,8.611,,19.023,,,,,7.38,1.486,111.269,
FH,24,PCI18,8.171,,17.912,,,,,7.057,1.474,112.504,
FH,24,PCI19,10.219,,20.276,,,,,7.871,1.653,80.007,
FH,24,PCI20,13.165,,23.961,,,,,8.68,1.931,84.862,
FH,24,PCI21,8.91,,20.403,,,,,8.352,1.358,103.664,
FH,24,PCI22,7.443,,19.342,,,,,7.268,1.304,90.137,
FH,24,PCI23,4.475,,14.296,,,,,5.286,1.078,69.327,
FH,24,PCI24,9.775,,22.025,,,,,8.273,1.504,84.081,
FH,24,PCI25,9.351,,20.966,,,,,7.991,1.49,95.614,
FH,24,PCI26,10.864,,23.576,,,,,8.733,1.584,89.774,
FH,24,PCI27,8.509,,19.1,,,,,7.613,1.423,87.197,
FH,24,PCI28,9.55,,20.069,,,,,8.268,1.471,74.685,
FH,24,PCI29,7.541,,19.637,,,,,6.839,1.404,84.878,
FH,24,PCI30,7.94,,19.166,,,,,7.397,1.367,88.21,
FH,24,PCI31,11.354,,22.177,,,,,8.389,1.723,83.172,
FH,24,PCI32,6.606,,18.725,,,,,6.513,1.291,75.458,
FH,24,PCI33,6.295,,17.31,,,,,5.522,1.452,81.746,
FH,24,PCI34,3.514,,13.512,,,,,3.73,1.2,83.847,
FH,24,PCI35,5.876,,18.031,,,,,5.786,1.293,89.221,
FH,24,PCI36,3.851,,13.094,,,,,4.471,1.097,78.393,
FH,24,PCI37,5.126,,14.579,,,,,5.687,1.148,97.741,
FH,24,PCI38,5.723,,14.217,,,,,4.708,1.548,115.93,
FH,24,PCI39,13.78,,36.919,,,,,12.085,1.452,79.612,
FH,24,PCI40,7.693,,19.378,,,,,7.825,1.252,86.761,
FH,24,PCI41,6.054,,17.207,,,,,5.021,1.535,77.848,
FH,24,PCI42,6.646,,15.908,,,,,6.389,1.324,82.78,
FH,24,PCII1,4.724,,15.251,,,,,4.958,1.213,88.954,
FH,24,PCII2,1.38,,10.031,,,,,3.316,0.53,73.88,
FH,24,PCII3,2.148,,11.105,,,,,2.949,0.927,83.228,
FH,24,PCIII1,4.651,,14.301,,,,,4.206,1.408,103.573,
FH,24,PCIII2,2.785,,15.44,,,,,4.475,0.792,102.483,
FH,24,PCIII3,3.639,,14.753,,,,,4.747,0.976,88.778,
FH,24,PCIII4,4.36,,16.261,,,,,3.115,1.783,92.061,
FH,24,PCIII5,8.102,,20.647,,,,,7.925,1.302,95.038,
FH,24,PCIII6,2.265,,10.26,,,,,3.414,0.845,84.871,
FH,24,PCIII7,2.645,,11.634,,,,,3.556,0.947,35.497,
FH,24,PCIII8,6.563,,18.402,,,,,6.453,1.295,28.292,
FH,24,PCIII9,7.374,,19.14,,,,,6.59,1.425,111.456,
FH,24,PCIII10,4.368,,15.502,,,,,5.671,0.981,99.945,
FH,24,PCIII11,6.19,,16.547,,,,,6.016,1.31,131.631,
FH,24,PCIII12,9.243,,26.078,,,,,7.092,1.659,93.336,
FH,24,PCIII13,7.978,,21.658,,,,,7.007,1.45,89.418,
FH,24,PCIII14,5.365,,21.189,,,,,5.08,1.345,103.428,
FH,24,PCIII15,5.032,,16.152,,,,,4.811,1.332,73.508,
FH,24,PCIII16,8.989,,19.886,,,,,8.698,1.316,62.815,
FH,24,PCIII17,3.27,,15.471,,,,,5.201,0.801,100.915,
FH,24,PCIII18,6.82,,18.58,,,,,7.296,1.19,49.285,
FH,24,PCIII19,5.633,,21.805,,,,,5.798,1.237,77.676,
FH,24,PCIII20,2.127,,9.856,,,,,3.364,0.805,116.127,
FH,24,PCIII21,3.671,,14.845,,,,,3.884,1.203,88.658,
FH,24,PCIII22,7.188,,17.344,,,,,7.163,1.278,25.091,
FH,24,PCIII23,7.048,,15.851,,,,,6.492,1.382,10.849,
FH,24,PCIII24,4.998,,15.43,,,,,4.817,1.321,19.429,
FH,24,PCIII25,2.159,,9.764,,,,,2.639,1.042,101.649,
FH,24,PCIII26,6.935,,19.328,,,,,4.872,1.812,81.414,
FH,24,PCIII27,2.585,,12.991,,,,,2.381,1.382,111.605,
FH,24,PCIII28,3.855,,17.75,,,,,4.635,1.059,96.045,
FH,24,PCIII29,4.37,,18.297,,,,,5.622,0.99,100.13,
FH,24,PCIII30,2.28,,11.035,,,,,3.075,0.944,36.792,
H1,64,PL1,21.392,,21.13,,,,,6.021,4.523,3.592,
H1,64,PL2,23.294,,23.065,,,,,6.021,4.926,167.004,
H1,64,V1,5.356,,17.315,,,,,3.112,2.191,35.68,
H1,64,Stem,2.969,,17.272,,,,,2.234,1.692,174.177,
H1,65,PL1,27.383,,25.553,,,,,7.238,4.817,175.879,
H1,65,PL2,31.305,,27.366,,,,,7.578,5.26,4.415,
H1,65,V1,0.7,,4.954,,,,,1.555,0.573,134.055,
H1,65,Stem,2.381,,18.335,,,,,2.111,1.436,3.456,
H1,66,PL1,17.203,,18.707,,,,,4.843,4.523,123.255,
H1,66,PL2,19.033,,19.881,,,,,5.184,4.675,162.363,
H1,66,V1,1.062,,6.128,,,,,1.474,0.917,26.914,
H1,66,Stem,2.008,,14.43,,,,,1.96,1.304,155.44,
H2,65,PL1,52.442,,36.521,,,,,9.149,7.298,12.145,
H2,65,PL2,48.322,,35.255,,,,,9.541,6.449,171.865,
H2,65,V1,93.357,,76.253,,,,,13.548,8.774,53.661,
H2,65,V2,19.526,,28.87,,,,,6.348,3.917,120.538,
H2,65,V3,0.879,,4.923,,,,,1.672,0.67,99.711,
H2,65,Stem,9.064,,45.811,,,,,5.348,2.158,96.608,
H2,65,B1,3.637,,12.557,,,,,2.852,1.624,69.647,
H2,66,PL1,36.325,,30.668,,,,,7.672,6.028,25.876,
H2,66,PL2,31.664,,26.793,,,,,6.785,5.942,10.431,
H2,66,V1,64.421,,58.185,,,,,10.077,8.14,17.946,
H2,66,V2,39.086,,43.771,,,,,8.565,5.81,177.383,
H2,66,V3,4.371,,16.835,,,,,2.798,1.989,34.036,
H2,66,Stem,6.739,,36.188,,,,,3.46,2.48,76.776,
H2,66,B1,0.905,,4.922,,,,,1.573,0.732,125.4,
H3,65,PL1,65.105,,39.381,,,,,9.865,8.403,128.042,
H3,65,PL2,58.004,,43.311,,,,,8.994,8.212,54.981,
H3,65,V1,126.439,,83.964,,,,,13.971,11.523,115.285,
H3,65,V2,192.967,,86.36,,,,,18.061,13.603,162.289,
H3,65,V3,174.242,,95.488,,,,,15.545,14.272,121.576,
H3,65,V4,183.019,,95.309,,,,,16.66,13.987,96.817,
H3,65,V5,56.314,,51.145,,,,,11.699,6.129,90.82,
H3,65,Stem,67.444,,142.334,,,,,13.414,6.402,91.743,
H3,65,B1,99.769,,69.21,,,,,12.755,9.96,22.504,
H3,65,B2,71.768,,47.449,,,,,10.06,9.083,153.669,
H3,65,B3,18.55,,28.566,,,,,5.69,4.151,155.915,
H3,65,B4,14.948,,30.756,,,,,5.433,3.503,145.698,
H3,65,B5,9.459,,16.76,,,,,5.422,2.221,93.496,
H3,65,B6,4.318,,11.452,,,,,2.466,2.229,129.505,
H3,65,B7,1.94,,9.175,,,,,1.804,1.369,45.866,
H4,65,PL1,74.93,,45.141,,,,,12.43,7.675,36.832,
H4,65,PL2,87.151,,45.65,,,,,12.24,9.066,31.613,
H4,65,V1,211.283,,101.83,,,,,19.209,14.004,33.331,
H4,65,V2,128.248,,69.501,,,,,14.682,11.122,19.94,
H4,65,V3,128.652,,84.951,,,,,15.799,10.368,32.453,
H4,65,V4,93.96,,56.658,,,,,12.068,9.913,49.517,
H4,65,V5,14.484,,19.379,,,,,4.691,3.932,139.197,
H4,65,B1,129.937,,74.03,,,,,14.58,11.347,145.995,
H4,65,B2,90.859,,66.968,,,,,13.167,8.786,176.58,
H4,65,B3,153,,87.09,,,,,14.305,13.618,91.386,
H4,65,B4,187.598,,82.63,,,,,17.517,13.636,123.133,
H4,65,B5,3.19E-04,,0.051,,,,,0.02,0.02,0,
H4,65,B6,12.948,,27.507,,,,,4.659,3.538,116.951,
